,Unnamed: 0,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,positions,slug,steals,team,turnovers,filename
20,20,23,0,4,0,1,0,1,2,0,3,0,0,6,Thanasis Antetokounmpo,0,2,['SMALL FORWARD'],antetth01,0,NEW YORK KNICKS,0,totals_2016.csv
21,21,31,299,1307,403,310,38,458,72,72,567,334,105,2530,Carmelo Anthony,98,180,['SMALL FORWARD'],anthoca01,62,NEW YORK KNICKS,176,totals_2016.csv
22,22,33,1,10,8,0,12,13,19,0,6,6,0,96,Joel Anthony,8,15,['CENTER'],anthojo01,2,DETROIT PISTONS,2,totals_2016.csv
23,23,23,1,8,2,3,0,1,5,0,2,2,0,27,Keith Appling,0,5,['POINT GUARD'],applike01,1,ORLANDO MAGIC,3,totals_2016.csv
24,24,30,188,859,161,499,26,299,81,81,357,126,185,2859,Trevor Ariza,67,177,['SMALL FORWARD'],arizatr01,160,HOUSTON ROCKETS,113,totals_2016.csv
25,25,27,96,489,53,117,48,207,70,16,221,40,45,1516,Darrell Arthur,86,185,['POWER FORWARD'],arthuda01,53,DENVER NUGGETS,66,totals_2016.csv
26,26,29,26,195,112,0,23,294,68,64,104,61,0,1178,Ömer Aşık,120,124,['CENTER'],asikom01,21,NEW ORLEANS PELICANS,60,totals_2016.csv
27,27,28,66,121,34,61,2,38,34,0,46,26,24,519,D.J. Augustin,5,41,['POINT GUARD'],augusdj01,13,OKLAHOMA CITY THUNDER,30,totals_2016.csv
28,28,28,132,229,94,107,2,49,28,0,102,77,44,659,D.J. Augustin,3,44,['POINT GUARD'],augusdj01,25,DENVER NUGGETS,54,totals_2016.csv
29,29,28,5,23,6,1,3,18,17,0,12,6,0,107,Jeff Ayres,4,18,['CENTER'],pendeje02,0,LOS ANGELES CLIPPERS,6,totals_2016.csv
30,30,26,53,289,50,109,7,123,47,13,122,39,44,845,Luke Babbitt,25,90,['SMALL FORWARD'],babbilu01,11,NEW ORLEANS PELICANS,23,totals_2016.csv
31,31,25,6,40,8,5,3,24,18,2,13,7,1,103,Cameron Bairstow,4,19,['CENTER'],bairsca01,2,CHICAGO BULLS,4,totals_2016.csv
32,32,33,82,370,62,110,10,89,68,0,171,52,39,1079,Leandro Barbosa,28,107,['SHOOTING GUARD'],barbole01,44,GOLDEN STATE WARRIORS,53,totals_2016.csv
33,33,31,302,711,96,260,2,126,74,16,317,74,100,1667,J.J. Barea,26,110,['POINT GUARD'],bareajo01,26,DALLAS MAVERICKS,113,totals_2016.csv
34,34,30,18,279,57,16,9,69,46,0,127,47,3,634,Andrea Bargnani,28,61,['CENTER'],bargnan01,4,BROOKLYN NETS,26,totals_2016.csv
35,35,23,117,633,134,214,10,248,66,59,295,102,82,2042,Harrison Barnes,77,136,['SMALL FORWARD'],barneha02,41,GOLDEN STATE WARRIORS,57,totals_2016.csv
36,36,35,163,693,138,370,57,336,76,45,264,111,119,2190,Matt Barnes,84,234,['SMALL FORWARD'],barnema02,78,MEMPHIS GRIZZLIES,121,totals_2016.csv
37,37,25,203,983,268,325,39,417,82,1,425,216,112,2353,Will Barton,59,147,['SHOOTING GUARD'],bartowi01,71,DENVER NUGGETS,139,totals_2016.csv
38,38,30,74,317,148,2,55,181,66,0,174,125,0,1342,Brandon Bass,104,125,['POWER FORWARD'],bassbr01,33,LOS ANGELES LAKERS,42,totals_2016.csv
39,39,27,403,873,192,399,43,373,70,70,372,163,139,2448,Nicolas Batum,55,114,['SMALL FORWARD'],batumni01,65,CHARLOTTE HORNETS,205,totals_2016.csv
40,40,27,163,437,90,231,11,120,52,18,185,70,101,1505,Jerryd Bayless,21,111,['SHOOTING GUARD'],bayleje01,47,MILWAUKEE BUCKS,73,totals_2016.csv
41,41,29,51,384,165,2,52,244,81,1,194,126,0,1233,Aron Baynes,140,151,['CENTER'],baynear01,21,DETROIT PISTONS,67,totals_2016.csv
42,42,26,171,725,151,305,38,351,75,68,320,123,109,2083,Kent Bazemore,28,176,['SMALL FORWARD'],bazemke01,98,ATLANTA HAWKS,138,totals_2016.csv
43,43,22,162,799,176,271,11,147,55,35,359,135,105,1708,Bradley Beal,41,117,['SHOOTING GUARD'],bealbr01,54,WASHINGTON WIZARDS,112,totals_2016.csv
44,44,27,16,205,49,9,9,69,20,0,107,38,3,363,Michael Beasley,29,39,['POWER FORWARD'],beaslmi01,11,HOUSTON ROCKETS,24,totals_2016.csv
45,45,29,127,635,138,297,2,107,68,7,245,115,91,1672,Marco Belinelli,10,91,['SHOOTING GUARD'],belinma01,37,SACRAMENTO KINGS,80,totals_2016.csv
46,46,22,0,27,10,14,0,17,19,0,8,9,3,84,Anthony Bennett,6,8,['POWER FORWARD'],bennean01,5,TORONTO RAPTORS,4,totals_2016.csv
47,47,27,239,594,88,310,26,177,71,63,258,60,124,2041,Patrick Beverley,73,234,['POINT GUARD'],beverpa01,94,HOUSTON ROCKETS,91,totals_2016.csv
48,48,23,29,288,226,1,133,473,82,22,156,142,0,1808,Bismack Biyombo,182,225,['CENTER'],biyombi01,19,TORONTO RAPTORS,71,totals_2016.csv
49,49,27,83,235,55,125,21,161,60,0,110,40,48,1075,Nemanja Bjelica,49,154,['POWER FORWARD'],bjeline01,26,MINNESOTA TIMBERWOLVES,47,totals_2016.csv
50,50,24,16,104,45,0,18,113,39,0,57,19,0,496,Tarik Black,44,78,['CENTER'],blackta01,14,LOS ANGELES LAKERS,22,totals_2016.csv
51,51,26,11,68,13,1,2,37,29,0,28,5,0,218,DeJuan Blair,20,53,['CENTER'],blairde01,8,WASHINGTON WIZARDS,15,totals_2016.csv
52,52,35,200,240,20,151,5,80,58,2,93,16,52,986,Steve Blake,9,70,['POINT GUARD'],blakest01,24,DETROIT PISTONS,81,totals_2016.csv
53,53,26,190,492,172,129,19,107,31,31,223,138,48,1059,Eric Bledsoe,18,75,['POINT GUARD'],bledser01,63,PHOENIX SUNS,110,totals_2016.csv
54,54,26,99,749,132,338,5,219,79,39,324,110,129,2115,Bojan Bogdanović,36,119,['SMALL FORWARD'],bogdabo02,29,BROOKLYN NETS,115,totals_2016.csv
55,55,31,162,279,50,1,114,371,70,66,175,24,1,1451,Andrew Bogut,121,221,['CENTER'],bogutan01,33,GOLDEN STATE WARRIORS,83,totals_2016.csv
56,56,35,9,57,4,34,1,24,30,2,29,3,15,206,Matt Bonner,3,16,['CENTER'],bonnema01,6,SAN ANTONIO SPURS,3,totals_2016.csv
57,57,19,200,867,256,289,20,160,76,51,367,215,99,2108,Devin Booker,27,225,['SHOOTING GUARD'],bookede01,44,PHOENIX SUNS,160,totals_2016.csv
58,58,28,84,388,106,41,41,286,79,2,190,71,12,1632,Trevor Booker,166,169,['POWER FORWARD'],booketr01,59,UTAH JAZZ,81,totals_2016.csv
59,59,31,128,767,268,222,34,342,53,53,358,213,81,1778,Chris Bosh,48,101,['POWER FORWARD'],boshch01,36,MIAMI HEAT,78,totals_2016.csv
60,60,25,158,1019,123,407,19,172,76,72,456,96,147,2536,Avery Bradley,48,164,['SHOOTING GUARD'],bradlav01,117,BOSTON CELTICS,109,totals_2016.csv
61,61,36,18,72,9,1,8,54,17,1,31,8,0,225,Elton Brand,9,32,['CENTER'],brandel01,9,PHILADELPHIA 76ERS,11,totals_2016.csv
62,62,29,109,552,140,224,19,157,82,12,212,105,61,1669,Corey Brewer,42,168,['SMALL FORWARD'],breweco01,84,HOUSTON ROCKETS,78,totals_2016.csv
63,63,31,180,469,64,185,10,80,69,0,188,49,66,1108,Aaron Brooks,21,132,['POINT GUARD'],brookaa01,30,CHICAGO BULLS,82,totals_2016.csv
64,64,23,19,126,20,70,5,61,29,11,39,17,20,599,Anthony Brown,9,34,['SMALL FORWARD'],brownan02,14,LOS ANGELES LAKERS,15,totals_2016.csv
65,65,25,11,25,4,8,1,7,8,0,8,3,1,61,Lorenzo Brown,0,4,['POINT GUARD'],brownlo01,3,PHOENIX SUNS,9,totals_2016.csv
66,66,24,91,322,94,121,15,99,62,6,127,71,38,982,Markel Brown,23,94,['SHOOTING GUARD'],brownma02,38,BROOKLYN NETS,54,totals_2016.csv
67,67,37,184,1113,281,467,13,206,66,66,398,232,133,1863,Kobe Bryant,41,115,['SMALL FORWARD'],bryanko01,62,LOS ANGELES LAKERS,129,totals_2016.csv
68,68,27,49,194,48,69,9,90,49,2,81,34,20,729,Chase Budinger,31,46,['SMALL FORWARD'],budinch01,29,INDIANA PACERS,31,totals_2016.csv
69,69,27,15,45,8,17,1,17,17,0,23,5,4,200,Chase Budinger,12,16,['SMALL FORWARD'],budinch01,3,PHOENIX SUNS,13,totals_2016.csv
70,70,24,27,98,15,53,2,54,37,0,43,14,22,429,Reggie Bullock,14,29,['SMALL FORWARD'],bullore01,10,DETROIT PISTONS,8,totals_2016.csv
71,71,23,148,634,82,256,6,94,64,0,262,67,88,1366,Trey Burke,18,86,['POINT GUARD'],burketr01,35,UTAH JAZZ,80,totals_2016.csv
72,72,24,63,334,141,79,4,93,31,3,137,106,32,797,Alec Burks,16,71,['SHOOTING GUARD'],burksal01,18,UTAH JAZZ,51,totals_2016.csv
73,73,35,10,59,12,18,1,17,17,1,25,10,3,176,Caron Butler,5,19,['SMALL FORWARD'],butleca01,9,SACRAMENTO KINGS,3,totals_2016.csv
74,74,26,321,1035,475,205,43,279,67,67,470,395,64,2474,Jimmy Butler,79,124,['SHOOTING GUARD'],butleji01,110,CHICAGO BULLS,132,totals_2016.csv
75,75,36,24,104,16,49,23,53,46,0,49,11,15,432,Rasual Butler,3,11,['SMALL FORWARD'],butlera01,13,SAN ANTONIO SPURS,8,totals_2016.csv
76,76,20,1,12,0,7,1,1,6,1,1,0,1,43,Bruno Caboclo,1,2,['SMALL FORWARD'],cabocbr01,2,TORONTO RAPTORS,4,totals_2016.csv
77,77,34,298,455,48,203,7,207,72,72,209,42,84,2024,José Calderón,22,135,['POINT GUARD'],caldejo01,63,NEW YORK KNICKS,87,totals_2016.csv
78,78,22,138,960,228,369,17,212,76,76,403,185,114,2789,Kentavious Caldwell-Pope,70,167,['SHOOTING GUARD'],caldwke01,110,DETROIT PISTONS,105,totals_2016.csv
79,79,24,137,722,180,485,12,154,77,39,260,150,176,1966,Isaiah Canaan,20,133,['SHOOTING GUARD'],canaais01,56,PHILADELPHIA 76ERS,91,totals_2016.csv
80,80,21,47,397,211,1,92,300,77,35,231,80,0,1471,Clint Capela,194,190,['CENTER'],capelca01,59,HOUSTON ROCKETS,60,totals_2016.csv
81,81,29,27,270,50,118,6,91,26,22,105,30,46,786,DeMarre Carroll,31,63,['SMALL FORWARD'],carrode01,44,TORONTO RAPTORS,28,totals_2016.csv
82,82,39,56,343,84,169,16,115,60,3,133,70,59,1005,Vince Carter,31,101,['SHOOTING GUARD'],cartevi01,38,MEMPHIS GRIZZLIES,35,totals_2016.csv
83,83,24,281,555,162,55,41,228,54,37,251,106,15,1649,Michael Carter-Williams,48,162,['POINT GUARD'],cartemi01,80,MILWAUKEE BUCKS,153,totals_2016.csv
84,84,27,95,622,159,274,17,352,69,21,299,103,112,1880,Omri Casspi,58,154,['POWER FORWARD'],casspom01,56,SACRAMENTO KINGS,94,totals_2016.csv
85,85,22,37,339,125,2,66,218,66,39,191,81,0,1412,Willie Cauley-Stein,134,146,['CENTER'],caulewi01,48,SACRAMENTO KINGS,46,totals_2016.csv
86,86,29,19,32,13,11,1,13,6,0,10,12,1,120,Mario Chalmers,1,16,['POINT GUARD'],chalmma01,8,MIAMI HEAT,9,totals_2016.csv
87,87,29,211,412,249,138,12,120,55,7,172,206,45,1253,Mario Chalmers,23,165,['POINT GUARD'],chalmma01,80,MEMPHIS GRIZZLIES,101,totals_2016.csv
88,88,33,64,314,171,1,44,401,66,60,183,106,0,1618,Tyson Chandler,175,145,['CENTER'],chandty01,36,PHOENIX SUNS,93,totals_2016.csv
89,89,24,0,2,0,0,0,0,1,0,2,0,0,6,Rakeem Christmas,1,1,['POWER FORWARD'],chrisra01,0,INDIANA PACERS,0,totals_2016.csv
90,90,24,64,202,34,84,13,55,66,1,89,28,30,578,Ian Clark,13,58,['SHOOTING GUARD'],clarkia01,17,GOLDEN STATE WARRIORS,43,totals_2016.csv
91,91,23,0,4,0,2,0,1,3,0,2,0,2,6,Coty Clarke,0,0,['SMALL FORWARD'],clarkco01,0,BOSTON CELTICS,1,totals_2016.csv
92,92,23,192,1098,204,320,7,220,79,79,475,164,111,2552,Jordan Clarkson,93,168,['SHOOTING GUARD'],clarkjo01,88,LOS ANGELES LAKERS,135,totals_2016.csv
93,93,27,167,484,65,102,5,141,45,23,196,52,33,1198,Norris Cole,10,102,['POINT GUARD'],coleno01,37,NEW ORLEANS PELICANS,75,totals_2016.csv
94,94,28,318,776,226,217,4,141,74,15,377,194,87,2219,Darren Collison,28,142,['POINT GUARD'],collida01,76,SACRAMENTO KINGS,130,totals_2016.csv
95,95,35,52,109,33,2,16,103,59,4,50,23,0,699,Nick Collison,68,107,['POWER FORWARD'],collini01,15,OKLAHOMA CITY THUNDER,50,totals_2016.csv
96,96,28,342,696,229,215,16,138,56,56,294,191,78,1761,Mike Conley,26,100,['POINT GUARD'],conlemi01,67,MEMPHIS GRIZZLIES,84,totals_2016.csv
97,97,23,10,49,5,21,0,21,34,0,13,5,5,143,Pat Connaughton,11,6,['SHOOTING GUARD'],connapa01,2,PORTLAND TRAIL BLAZERS,10,totals_2016.csv
98,98,31,11,51,7,36,0,9,24,1,17,6,10,156,Chris Copeland,1,17,['POWER FORWARD'],copelch01,2,MILWAUKEE BUCKS,6,totals_2016.csv
99,99,23,3,8,0,3,0,0,3,0,2,0,0,33,Bryce Cotton,0,2,['POINT GUARD'],cottobr01,3,PHOENIX SUNS,5,totals_2016.csv
100,100,23,0,2,0,0,0,0,5,0,2,0,0,6,Bryce Cotton,0,0,['POINT GUARD'],cottobr01,0,MEMPHIS GRIZZLIES,0,totals_2016.csv
101,101,25,214,1332,663,210,92,589,65,65,601,476,70,2246,DeMarcus Cousins,158,236,['CENTER'],couside01,101,SACRAMENTO KINGS,249,totals_2016.csv
102,102,25,97,712,177,482,40,354,67,49,274,140,170,1903,Robert Covington,65,232,['SMALL FORWARD'],covinro01,105,PHILADELPHIA 76ERS,143,totals_2016.csv
103,103,23,99,678,113,285,16,189,81,8,311,98,112,2105,Allen Crabbe,27,192,['SHOOTING GUARD'],crabbal01,63,PORTLAND TRAIL BLAZERS,64,totals_2016.csv
104,104,35,183,939,271,344,12,125,79,5,379,245,117,2126,Jamal Crawford,20,122,['SHOOTING GUARD'],crawfja01,52,LOS ANGELES CLIPPERS,113,totals_2016.csv
105,105,25,135,813,239,363,35,303,73,73,360,196,122,2308,Jae Crowder,70,198,['SMALL FORWARD'],crowdja01,126,BOSTON CELTICS,83,totals_2016.csv
106,106,28,77,412,82,174,33,179,80,46,186,57,55,1971,Dante Cunningham,57,173,['SMALL FORWARD'],cunnida01,42,NEW ORLEANS PELICANS,41,totals_2016.csv
107,107,24,19,91,48,32,2,26,40,3,32,30,10,355,Jared Cunningham,3,37,['SHOOTING GUARD'],cunnija01,12,CLEVELAND CAVALIERS,18,totals_2016.csv
108,108,24,1,14,7,7,0,9,4,0,4,6,2,55,Jared Cunningham,0,4,['SHOOTING GUARD'],cunnija01,2,MILWAUKEE BUCKS,3,totals_2016.csv
109,109,25,67,224,54,111,3,51,44,9,102,45,50,692,Seth Curry,9,41,['POINT GUARD'],curryse01,22,SACRAMENTO KINGS,36,totals_2016.csv
110,110,27,527,1598,400,886,15,362,79,79,805,363,402,2700,Stephen Curry,68,161,['POINT GUARD'],curryst01,169,GOLDEN STATE WARRIORS,262,totals_2016.csv
111,111,24,21,187,9,122,3,50,43,0,89,5,59,476,Troy Daniels,7,40,['SHOOTING GUARD'],danietr01,11,CHARLOTTE HORNETS,24,totals_2016.csv
112,112,22,116,1136,430,108,125,497,61,61,560,326,35,2164,Anthony Davis,130,148,['CENTER'],davisan02,78,NEW ORLEANS PELICANS,121,totals_2016.csv
113,113,26,88,337,204,0,72,375,81,0,206,114,0,1684,Ed Davis,224,202,['POWER FORWARD'],davised01,57,PORTLAND TRAIL BLAZERS,64,totals_2016.csv
114,114,22,0,5,1,0,1,2,6,0,2,1,0,29,Branden Dawson,2,2,['POWER FORWARD'],dawsobr01,0,LOS ANGELES CLIPPERS,0,totals_2016.csv
115,115,26,13,177,76,0,46,161,58,20,99,57,0,705,Dewayne Dedmon,67,109,['CENTER'],dedmode01,22,ORLANDO MAGIC,32,totals_2016.csv
116,116,23,15,69,21,32,2,40,14,11,28,11,12,279,Bryce Dejean-Jones,8,17,['SHOOTING GUARD'],dejeabr01,10,NEW ORLEANS PELICANS,11,totals_2016.csv
117,117,21,0,0,0,0,0,1,3,0,0,0,0,6,Sam Dekker,0,0,['POWER FORWARD'],dekkesa01,1,HOUSTON ROCKETS,0,totals_2016.csv
118,118,25,337,511,66,239,9,129,76,14,207,57,98,1867,Matthew Dellavedova,33,178,['POINT GUARD'],dellama01,44,CLEVELAND CAVALIERS,116,totals_2016.csv
119,119,30,140,745,192,256,29,335,74,73,339,145,88,2394,Luol Deng,108,122,['POWER FORWARD'],denglu01,74,MIAMI HEAT,81,totals_2016.csv
120,120,26,315,1377,653,139,21,285,78,78,614,555,47,2804,DeMar DeRozan,64,167,['SHOOTING GUARD'],derozde01,81,TORONTO RAPTORS,175,totals_2016.csv
121,121,33,176,383,76,69,21,175,76,4,202,56,25,1386,Boris Diaw,58,102,['POWER FORWARD'],diawbo01,26,SAN ANTONIO SPURS,97,totals_2016.csv
122,122,26,143,579,248,20,96,428,82,39,308,205,6,2220,Gorgui Dieng,157,219,['CENTER'],dienggo01,94,MINNESOTA TIMBERWOLVES,140,totals_2016.csv
123,123,22,22,54,33,10,0,13,12,0,19,19,1,159,Spencer Dinwiddie,4,20,['POINT GUARD'],dinwisp01,3,DETROIT PISTONS,7,totals_2016.csv
124,124,29,157,445,99,203,5,118,61,18,183,84,81,1262,Toney Douglas,25,131,['POINT GUARD'],douglto01,70,NEW ORLEANS PELICANS,64,totals_2016.csv
125,125,29,419,875,165,205,17,223,72,72,417,120,64,2363,Goran Dragić,54,188,['POINT GUARD'],dragigo01,71,MIAMI HEAT,185,totals_2016.csv
126,126,22,67,1060,586,6,112,803,81,81,552,208,2,2666,Andre Drummond,395,245,['CENTER'],drumman01,119,DETROIT PISTONS,155,totals_2016.csv
127,127,30,170,487,98,238,18,232,81,41,233,72,100,2098,Jared Dudley,54,190,['POWER FORWARD'],dudleja01,75,WASHINGTON WIZARDS,80,totals_2016.csv
128,128,24,1,10,0,5,0,2,1,0,2,0,2,24,Duje Dukan,2,2,['SMALL FORWARD'],dukandu01,1,SACRAMENTO KINGS,0,totals_2016.csv
129,129,39,163,441,131,2,78,332,61,60,215,92,0,1536,Tim Duncan,115,125,['CENTER'],duncati01,47,SAN ANTONIO SPURS,90,totals_2016.csv
130,130,35,39,188,37,99,10,75,31,30,77,29,39,703,Mike Dunleavy,8,66,['SMALL FORWARD'],dunlemi02,14,CHICAGO BULLS,26,totals_2016.csv
131,131,27,361,1381,498,481,85,544,72,72,698,447,186,2578,Kevin Durant,45,137,['SMALL FORWARD'],duranke01,69,OKLAHOMA CITY THUNDER,250,totals_2016.csv
132,132,24,6,40,4,15,3,22,17,2,12,3,4,154,Cleanthony Early,4,16,['SMALL FORWARD'],earlycl01,2,NEW YORK KNICKS,9,totals_2016.csv
133,133,24,5,65,8,47,1,21,26,0,20,8,15,147,Jarell Eddie,2,5,['SMALL FORWARD'],eddieja01,5,WASHINGTON WIZARDS,1,totals_2016.csv
134,134,28,83,561,63,268,5,154,76,41,218,54,96,1615,Wayne Ellington,20,82,['SHOOTING GUARD'],ellinwa01,48,BROOKLYN NETS,45,totals_2016.csv
135,135,30,383,1021,206,282,37,229,81,81,436,162,87,2734,Monta Ellis,42,174,['SHOOTING GUARD'],ellismo01,150,INDIANA PACERS,203,totals_2016.csv
136,136,25,1,0,0,0,0,0,3,0,0,0,0,7,James Ennis,0,1,['SMALL FORWARD'],ennisja01,0,MIAMI HEAT,0,totals_2016.csv
137,137,25,2,13,10,8,2,3,10,0,4,6,2,40,James Ennis,4,1,['SMALL FORWARD'],ennisja01,4,MEMPHIS GRIZZLIES,2,totals_2016.csv
138,138,25,18,100,24,50,3,18,9,5,50,19,24,282,James Ennis,17,26,['SMALL FORWARD'],ennisja01,12,NEW ORLEANS PELICANS,17,totals_2016.csv
139,139,21,95,187,34,39,1,62,46,7,84,25,13,654,Tyler Ennis,13,64,['POINT GUARD'],ennisty01,25,MILWAUKEE BUCKS,46,totals_2016.csv
140,140,28,2,48,21,16,9,43,30,2,26,15,4,251,Jeremy Evans,11,19,['SMALL FORWARD'],evansje01,6,DALLAS MAVERICKS,7,totals_2016.csv
141,141,26,164,314,93,85,8,109,25,25,136,74,33,765,Tyreke Evans,20,66,['SHOOTING GUARD'],evansty01,32,NEW ORLEANS PELICANS,73,totals_2016.csv
142,142,26,32,228,132,0,50,166,46,13,125,70,0,770,Festus Ezeli,91,94,['CENTER'],ezelife01,18,GOLDEN STATE WARRIORS,38,totals_2016.csv
143,143,26,79,626,222,2,60,346,67,64,349,136,1,1694,Kenneth Faried,235,169,['POWER FORWARD'],farieke01,32,DENVER NUGGETS,91,totals_2016.csv
144,144,29,37,100,10,45,2,21,12,10,42,10,16,291,Jordan Farmar,4,22,['POINT GUARD'],farmajo01,15,MEMPHIS GRIZZLIES,18,totals_2016.csv
145,145,24,94,811,254,4,91,334,62,59,418,180,0,1983,Derrick Favors,169,150,['POWER FORWARD'],favorde01,74,UTAH JAZZ,104,totals_2016.csv
146,146,23,26,72,35,4,13,72,31,4,40,25,0,321,Cristiano Felício,30,31,['CENTER'],feliccr01,6,CHICAGO BULLS,13,totals_2016.csv
147,147,31,284,682,176,213,15,222,80,31,277,149,60,2192,Raymond Felton,36,141,['POINT GUARD'],feltora01,68,DALLAS MAVERICKS,121,totals_2016.csv
148,148,23,213,929,238,390,2,192,79,71,429,199,156,2566,Evan Fournier,33,214,['SMALL FORWARD'],fournev01,96,ORLANDO MAGIC,133,totals_2016.csv
149,149,32,112,333,47,169,16,89,54,7,117,39,50,1070,Randy Foye,16,83,['SHOOTING GUARD'],foyera01,26,DENVER NUGGETS,58,totals_2016.csv
150,150,32,49,149,27,81,13,43,27,1,52,22,25,572,Randy Foye,8,48,['SHOOTING GUARD'],foyera01,13,OKLAHOMA CITY THUNDER,28,totals_2016.csv
151,151,25,42,60,15,17,1,28,35,1,20,8,3,272,Tim Frazier,11,31,['POINT GUARD'],fraziti01,10,PORTLAND TRAIL BLAZERS,27,totals_2016.csv
152,152,25,120,169,59,31,1,56,16,1,76,45,13,469,Tim Frazier,15,42,['POINT GUARD'],fraziti01,23,NEW ORLEANS PELICANS,38,totals_2016.csv
153,153,26,1,4,0,1,0,0,4,0,1,0,0,13,Jimmer Fredette,0,1,['SHOOTING GUARD'],fredeji01,1,NEW ORLEANS PELICANS,1,totals_2016.csv
154,154,26,0,1,5,1,0,0,2,0,1,4,1,5,Jimmer Fredette,0,1,['SHOOTING GUARD'],fredeji01,0,NEW YORK KNICKS,1,totals_2016.csv
155,155,32,45,186,21,121,20,118,44,29,81,19,48,754,Channing Frye,23,71,['POWER FORWARD'],fryech01,21,ORLANDO MAGIC,30,totals_2016.csv
156,156,32,26,161,14,114,8,81,26,3,71,11,43,446,Channing Frye,12,56,['CENTER'],fryech01,8,CLEVELAND CAVALIERS,13,totals_2016.csv
157,157,27,135,700,432,239,19,229,53,53,287,375,87,1839,Danilo Gallinari,52,87,['SMALL FORWARD'],gallida01,42,DENVER NUGGETS,77,totals_2016.csv
158,158,24,207,588,114,224,22,245,82,7,231,86,77,2033,Langston Galloway,43,177,['POINT GUARD'],gallola01,77,NEW YORK KNICKS,61,totals_2016.csv
