,Unnamed: 0,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,positions,slug,steals,team,turnovers,filename
44,44,22,97,737,66,405,10,165,81,18,349,56,163,1879,Malik Beasley,35,116,['SHOOTING GUARD'],beaslma01,55,DENVER NUGGETS,55,totals_2019.csv
45,45,30,25,153,39,17,10,47,26,2,75,28,3,277,Michael Beasley,13,42,['POWER FORWARD'],beaslmi01,9,LOS ANGELES LAKERS,27,totals_2019.csv
46,46,32,132,690,124,395,8,182,79,1,285,112,147,1815,Marco Belinelli,16,121,['SHOOTING GUARD'],belinma01,35,SAN ANTONIO SPURS,72,totals_2019.csv
47,47,24,76,192,41,2,51,129,68,3,99,25,0,788,Jordan Bell,55,80,['CENTER'],belljo01,20,GOLDEN STATE WARRIORS,42,totals_2019.csv
48,48,24,202,616,136,173,41,304,82,15,275,87,50,1931,DeAndre' Bembry,54,190,['SHOOTING GUARD'],bembrde01,105,ATLANTA HAWKS,142,totals_2019.csv
49,49,21,56,197,54,101,22,149,46,27,88,32,22,826,Dragan Bender,34,90,['POWER FORWARD'],bendedr01,18,PHOENIX SUNS,37,totals_2019.csv
50,50,29,10,47,0,34,0,7,12,0,12,0,10,167,Dairis Bertāns,2,7,['SHOOTING GUARD'],bertada02,1,NEW ORLEANS PELICANS,2,totals_2019.csv
51,51,26,100,453,60,338,33,241,76,12,204,53,145,1632,Dāvis Bertāns,23,133,['POWER FORWARD'],bertada01,35,SAN ANTONIO SPURS,43,totals_2019.csv
52,52,30,300,477,123,282,43,312,78,49,194,96,112,2137,Patrick Beverley,76,265,['POINT GUARD'],beverpa01,67,LOS ANGELES CLIPPERS,85,totals_2019.csv
53,53,26,38,151,83,1,29,111,50,1,91,58,0,643,Khem Birch,79,72,['CENTER'],birchkh01,18,ORLANDO MAGIC,20,totals_2019.csv
54,54,26,33,156,91,0,41,166,54,32,89,58,0,783,Bismack Biyombo,81,103,['CENTER'],biyombi01,11,CHARLOTTE HORNETS,34,totals_2019.csv
55,55,30,147,593,92,257,56,319,77,70,284,70,103,1788,Nemanja Bjelica,125,197,['POWER FORWARD'],bjeline01,54,SACRAMENTO KINGS,82,totals_2019.csv
56,56,22,42,396,76,91,9,99,57,3,166,50,36,829,Antonio Blakeney,7,41,['SHOOTING GUARD'],blakean01,12,CHICAGO BULLS,35,totals_2019.csv
57,57,29,430,971,236,377,29,280,78,78,470,177,124,2272,Eric Bledsoe,82,156,['POINT GUARD'],bledser01,116,MILWAUKEE BUCKS,165,totals_2019.csv
58,58,25,13,106,13,39,8,72,27,4,47,10,10,439,Jaron Blossomgame,26,20,['SMALL FORWARD'],blossja01,7,CLEVELAND CAVALIERS,11,totals_2019.csv
59,59,26,267,863,162,372,15,203,70,17,361,134,134,1947,Bogdan Bogdanović,40,142,['SHOOTING GUARD'],bogdabo01,72,SACRAMENTO KINGS,117,totals_2019.csv
60,60,29,161,1051,305,386,1,300,81,81,522,246,164,2573,Bojan Bogdanović,33,138,['SMALL FORWARD'],bogdabo02,69,INDIANA PACERS,134,totals_2019.csv
61,61,34,11,36,3,0,8,43,11,5,18,3,0,134,Andrew Bogut,12,22,['CENTER'],bogutan01,3,GOLDEN STATE WARRIORS,8,totals_2019.csv
62,62,23,40,162,27,96,39,118,44,10,80,13,34,639,Jonah Bolden,47,99,['POWER FORWARD'],boldejo01,17,PHILADELPHIA 76ERS,36,totals_2019.csv
63,63,19,15,33,15,8,4,16,22,0,5,9,0,120,Isaac Bonga,9,9,['POINT GUARD'],bongais01,9,LOS ANGELES LAKERS,6,totals_2019.csv
64,64,22,433,1255,454,414,13,226,64,64,586,393,135,2242,Devin Booker,39,200,['SHOOTING GUARD'],bookede01,56,PHOENIX SUNS,264,totals_2019.csv
65,65,26,2,76,15,37,24,40,28,0,34,13,12,163,Chris Boucher,16,31,['POWER FORWARD'],bouchch01,6,TORONTO RAPTORS,7,totals_2019.csv
66,66,28,96,420,25,172,16,96,49,49,161,20,58,1463,Avery Bradley,35,133,['SHOOTING GUARD'],bradlav01,27,LOS ANGELES CLIPPERS,61,totals_2019.csv
67,67,28,56,188,25,73,0,36,14,14,87,23,28,442,Avery Bradley,8,34,['SHOOTING GUARD'],bradlav01,14,MEMPHIS GRIZZLIES,28,totals_2019.csv
68,68,21,1,16,2,0,2,6,3,0,8,1,0,36,Tony Bradley,9,6,['CENTER'],bradlto01,2,UTAH JAZZ,3,totals_2019.csv
69,69,32,10,49,13,14,2,13,7,3,20,9,4,140,Corey Brewer,4,16,['SMALL FORWARD'],breweco01,12,PHILADELPHIA 76ERS,8,totals_2019.csv
70,70,32,29,74,30,30,5,37,24,0,33,22,10,352,Corey Brewer,22,47,['SMALL FORWARD'],breweco01,20,SACRAMENTO KINGS,11,totals_2019.csv
71,71,22,173,563,118,313,38,208,82,56,242,95,105,2417,Mikal Bridges,56,201,['SMALL FORWARD'],bridgmi01,129,PHOENIX SUNS,70,totals_2019.csv
72,72,20,95,511,77,200,49,256,80,25,237,58,65,1696,Miles Bridges,67,111,['SMALL FORWARD'],bridgmi02,55,CHARLOTTE HORNETS,50,totals_2019.csv
73,73,22,87,138,26,34,2,69,39,0,55,15,11,559,Isaiah Briscoe,5,66,['POINT GUARD'],briscis01,11,ORLANDO MAGIC,31,totals_2019.csv
74,74,28,22,126,19,93,4,55,42,0,57,15,38,453,Ryan Broekhoff,8,35,['SHOOTING GUARD'],broekry01,6,DALLAS MAVERICKS,16,totals_2019.csv
75,75,26,205,748,152,244,13,223,64,64,378,141,104,1832,Malcolm Brogdon,65,102,['SHOOTING GUARD'],brogdma01,46,MILWAUKEE BUCKS,91,totals_2019.csv
76,76,23,16,122,30,40,4,22,18,0,49,22,15,330,Dillon Brooks,9,50,['SMALL FORWARD'],brookdi01,10,MEMPHIS GRIZZLIES,19,totals_2019.csv
77,77,30,25,169,33,54,4,33,29,0,76,23,15,387,MarShon Brooks,12,33,['SHOOTING GUARD'],brookma01,9,MEMPHIS GRIZZLIES,21,totals_2019.csv
78,78,22,91,314,60,93,36,137,74,56,125,45,24,1449,Bruce Brown,48,178,['SHOOTING GUARD'],brownbr01,40,DETROIT PISTONS,46,totals_2019.csv
79,79,22,100,792,202,276,32,248,74,25,368,133,95,1913,Jaylen Brown,65,186,['SHOOTING GUARD'],brownja02,69,BOSTON CELTICS,99,totals_2019.csv
80,80,28,28,71,3,28,5,26,26,0,23,3,6,212,Lorenzo Brown,5,22,['POINT GUARD'],brownlo01,12,TORONTO RAPTORS,16,totals_2019.csv
81,81,23,84,312,42,147,8,155,58,7,145,29,53,1034,Sterling Brown,29,88,['SHOOTING GUARD'],brownst02,25,MILWAUKEE BUCKS,46,totals_2019.csv
82,82,19,80,234,47,69,5,110,52,10,97,32,22,730,Troy Brown,35,56,['SMALL FORWARD'],browntr01,21,WASHINGTON WIZARDS,30,totals_2019.csv
83,83,22,230,565,120,181,4,144,73,38,264,87,63,1591,Jalen Brunson,25,127,['POINT GUARD'],brunsja01,37,DALLAS MAVERICKS,88,totals_2019.csv
84,84,21,92,502,137,99,67,341,72,53,309,107,33,1496,Thomas Bryant,113,126,['CENTER'],bryanth01,25,WASHINGTON WIZARDS,60,totals_2019.csv
85,85,27,109,441,64,294,5,103,44,44,182,56,114,1355,Reggie Bullock,20,79,['SHOOTING GUARD'],bullore01,24,DETROIT PISTONS,54,totals_2019.csv
86,86,27,20,153,21,99,7,48,19,16,63,17,34,524,Reggie Bullock,2,30,['SHOOTING GUARD'],bullore01,16,LOS ANGELES LAKERS,11,totals_2019.csv
87,87,26,94,358,75,86,5,47,33,7,148,62,30,689,Trey Burke,15,33,['POINT GUARD'],burketr01,21,NEW YORK KNICKS,29,totals_2019.csv
88,88,26,65,190,49,73,2,24,25,1,88,41,26,436,Trey Burke,13,25,['POINT GUARD'],burketr01,12,DALLAS MAVERICKS,20,totals_2019.csv
89,89,27,20,114,38,43,4,25,17,0,47,33,16,269,Alec Burks,2,22,['SHOOTING GUARD'],burksal01,6,UTAH JAZZ,15,totals_2019.csv
90,90,27,98,340,98,119,16,160,34,24,136,79,45,979,Alec Burks,26,62,['SHOOTING GUARD'],burksal01,25,CLEVELAND CAVALIERS,46,totals_2019.csv
91,91,27,10,20,5,6,1,20,13,0,9,4,0,127,Alec Burks,2,7,['SHOOTING GUARD'],burksal01,8,SACRAMENTO KINGS,4,totals_2019.csv
92,92,25,9,82,12,27,8,24,32,0,33,8,8,240,Deonte Burton,4,31,['SHOOTING GUARD'],burtode02,6,OKLAHOMA CITY THUNDER,9,totals_2019.csv
93,93,29,43,157,61,45,10,36,10,10,74,48,17,361,Jimmy Butler,16,18,['SHOOTING GUARD'],butleji01,24,MINNESOTA TIMBERWOLVES,14,totals_2019.csv
94,94,29,220,747,304,148,29,185,55,55,344,264,50,1824,Jimmy Butler,105,93,['SMALL FORWARD'],butleji01,99,PHILADELPHIA 76ERS,81,totals_2019.csv
95,95,23,50,225,50,130,33,116,34,19,96,42,48,800,Bruno Caboclo,42,81,['SMALL FORWARD'],cabocbr01,14,MEMPHIS GRIZZLIES,38,totals_2019.csv
96,96,37,115,120,11,57,3,49,49,0,45,9,14,632,José Calderón,11,64,['POINT GUARD'],caldejo01,16,DETROIT PISTONS,35,totals_2019.csv
97,97,25,110,756,158,435,13,190,82,23,325,137,151,2035,Kentavious Caldwell-Pope,48,137,['SHOOTING GUARD'],caldwke01,73,LOS ANGELES LAKERS,65,totals_2019.csv
98,98,27,62,129,20,72,0,44,19,15,51,15,25,503,Isaiah Canaan,5,46,['POINT GUARD'],canaais01,12,PHOENIX SUNS,29,totals_2019.csv
99,99,27,19,29,4,19,1,5,7,1,11,4,7,95,Isaiah Canaan,0,4,['POINT GUARD'],canaais01,2,MINNESOTA TIMBERWOLVES,4,totals_2019.csv
100,100,27,3,6,0,5,1,3,4,0,2,0,2,31,Isaiah Canaan,1,2,['POINT GUARD'],canaais01,0,MILWAUKEE BUCKS,2,totals_2019.csv
101,101,24,96,732,261,0,102,550,67,67,474,166,0,2249,Clint Capela,298,168,['CENTER'],capelca01,44,HOUSTON ROCKETS,94,totals_2019.csv
102,102,32,85,575,242,310,10,281,67,8,227,184,106,1703,DeMarre Carroll,68,114,['POWER FORWARD'],carrode01,31,BROOKLYN NETS,73,totals_2019.csv
103,103,23,69,185,32,102,11,52,39,3,56,26,34,577,Jevon Carter,14,55,['POINT GUARD'],carteje01,26,MEMPHIS GRIZZLIES,33,totals_2019.csv
104,104,42,87,468,66,316,27,163,76,9,196,47,123,1330,Vince Carter,31,141,['SMALL FORWARD'],cartevi01,44,ATLANTA HAWKS,48,totals_2019.csv
105,105,19,78,371,112,32,58,220,44,44,180,89,6,1110,Wendell Carter,87,152,['CENTER'],cartewe01,26,CHICAGO BULLS,65,totals_2019.csv
106,106,27,21,61,26,19,6,10,16,1,25,12,7,145,Michael Carter-Williams,3,27,['POINT GUARD'],cartemi01,9,HOUSTON ROCKETS,10,totals_2019.csv
107,107,27,49,62,27,19,9,41,12,0,21,20,3,227,Michael Carter-Williams,16,21,['POINT GUARD'],cartemi01,11,ORLANDO MAGIC,10,totals_2019.csv
108,108,24,77,173,64,50,9,47,25,4,77,51,24,531,Alex Caruso,20,54,['POINT GUARD'],carusal01,24,LOS ANGELES LAKERS,42,totals_2019.csv
109,109,30,26,161,58,43,9,98,36,0,86,39,15,520,Omri Casspi,17,35,['SMALL FORWARD'],casspom01,20,MEMPHIS GRIZZLIES,23,totals_2019.csv
110,110,25,194,741,254,2,51,497,81,81,412,140,1,2213,Willie Cauley-Stein,181,227,['CENTER'],caulewi01,96,SACRAMENTO KINGS,84,totals_2019.csv
111,111,23,4,8,0,3,0,2,4,0,4,0,2,16,Troy Caupain,1,0,['POINT GUARD'],caupatr01,1,ORLANDO MAGIC,0,totals_2019.csv
112,112,24,1,10,2,5,0,5,11,0,3,2,1,39,Tyler Cavanaugh,3,3,['POWER FORWARD'],cavanty01,0,UTAH JAZZ,1,totals_2019.csv
113,113,36,6,12,18,0,1,32,7,0,8,10,0,89,Tyson Chandler,7,21,['CENTER'],chandty01,2,PHOENIX SUNS,7,totals_2019.csv
114,114,36,31,87,69,1,22,183,48,6,53,41,0,786,Tyson Chandler,85,89,['CENTER'],chandty01,19,LOS ANGELES LAKERS,35,totals_2019.csv
115,115,31,72,207,18,118,18,124,36,32,91,13,46,951,Wilson Chandler,44,94,['POWER FORWARD'],chandwi01,22,PHILADELPHIA 76ERS,39,totals_2019.csv
116,116,31,10,66,7,40,3,43,15,1,23,5,13,226,Wilson Chandler,4,29,['SMALL FORWARD'],chandwi01,3,LOS ANGELES CLIPPERS,7,totals_2019.csv
117,117,23,1,3,0,0,0,0,1,0,1,0,0,8,Joe Chealey,0,1,['POINT GUARD'],chealjo01,0,CHARLOTTE HORNETS,0,totals_2019.csv
118,118,23,4,8,0,5,1,3,7,0,2,0,2,33,Chris Chiozza,1,2,['POINT GUARD'],chiozch01,1,HOUSTON ROCKETS,1,totals_2019.csv
119,119,21,6,34,7,15,4,21,16,0,11,6,1,104,Marquese Chriss,7,17,['POWER FORWARD'],chrisma01,2,HOUSTON ROCKETS,12,totals_2019.csv
120,120,21,16,146,38,57,7,81,27,2,56,26,15,395,Marquese Chriss,33,64,['POWER FORWARD'],chrisma01,15,CLEVELAND CAVALIERS,24,totals_2019.csv
121,121,24,18,151,7,138,26,92,51,2,50,7,41,641,Gary Clark,24,47,['POWER FORWARD'],clarkga01,20,HOUSTON ROCKETS,7,totals_2019.csv
122,122,27,94,383,37,202,8,76,60,6,151,33,66,973,Ian Clark,13,95,['SHOOTING GUARD'],clarkia01,22,NEW ORLEANS PELICANS,58,totals_2019.csv
123,123,26,196,1180,192,445,13,188,81,0,529,162,144,2214,Jordan Clarkson,82,112,['SHOOTING GUARD'],clarkjo01,57,CLEVELAND CAVALIERS,135,totals_2019.csv
124,124,21,121,831,266,158,39,376,61,59,465,203,55,1829,John Collins,219,199,['POWER FORWARD'],collijo01,22,ATLANTA HAWKS,120,totals_2019.csv
125,125,21,71,400,126,121,66,215,77,0,189,94,40,1356,Zach Collins,109,174,['CENTER'],colliza01,25,PORTLAND TRAIL BLAZERS,77,totals_2019.csv
126,126,31,459,659,190,194,9,196,76,76,308,158,79,2143,Darren Collison,36,138,['POINT GUARD'],collida01,110,INDIANA PACERS,125,totals_2019.csv
127,127,23,3,39,9,21,1,22,8,2,13,8,5,98,Bonzie Colson,8,3,['SMALL FORWARD'],colsobo01,5,MILWAUKEE BUCKS,3,totals_2019.csv
128,128,31,449,1120,406,426,22,199,70,70,490,343,155,2342,Mike Conley,40,123,['POINT GUARD'],conlemi01,94,MEMPHIS GRIZZLIES,130,totals_2019.csv
129,129,26,122,350,40,200,25,197,61,2,163,29,66,1261,Pat Connaughton,61,81,['SHOOTING GUARD'],connapa01,33,MILWAUKEE BUCKS,33,totals_2019.csv
130,130,25,116,439,26,200,3,135,74,10,204,20,81,1059,Quinn Cook,22,92,['POINT GUARD'],cookqu01,20,GOLDEN STATE WARRIORS,50,totals_2019.csv
131,131,28,107,371,144,95,44,204,30,30,178,106,26,771,DeMarcus Cousins,43,109,['CENTER'],couside01,40,GOLDEN STATE WARRIORS,72,totals_2019.csv
132,132,28,14,117,23,77,23,60,13,13,50,17,30,440,Robert Covington,7,45,['SMALL FORWARD'],covinro01,24,PHILADELPHIA 76ERS,22,totals_2019.csv
133,133,28,32,245,66,148,24,105,22,22,106,51,55,763,Robert Covington,21,81,['SMALL FORWARD'],covinro01,50,MINNESOTA TIMBERWOLVES,25,totals_2019.csv
134,134,26,46,373,56,259,13,132,43,20,137,41,98,1133,Allen Crabbe,16,102,['SHOOTING GUARD'],crabbal01,23,BROOKLYN NETS,46,totals_2019.csv
135,135,28,72,362,70,188,46,174,75,37,160,49,61,1503,Torrey Craig,89,175,['SMALL FORWARD'],craigto01,37,DENVER NUGGETS,44,totals_2019.csv
136,136,38,229,438,110,202,12,77,64,0,174,93,67,1211,Jamal Crawford,8,75,['SHOOTING GUARD'],crawfja01,33,PHOENIX SUNS,99,totals_2019.csv
137,137,26,5,10,7,1,0,5,4,0,5,5,0,36,Mitch Creek,5,3,['SMALL FORWARD'],creekmi01,1,BROOKLYN NETS,0,totals_2019.csv
138,138,26,1,6,0,1,0,1,1,0,3,0,0,12,Mitch Creek,1,0,['SMALL FORWARD'],creekmi01,1,MINNESOTA TIMBERWOLVES,1,totals_2019.csv
139,139,28,133,797,197,522,31,324,80,11,318,142,173,2166,Jae Crowder,60,170,['SMALL FORWARD'],crowdja01,64,UTAH JAZZ,85,totals_2019.csv
140,140,31,50,158,18,65,13,140,64,21,75,14,30,928,Dante Cunningham,48,71,['POWER FORWARD'],cunnida01,27,SAN ANTONIO SPURS,22,totals_2019.csv
141,141,28,66,465,52,251,12,93,74,2,212,44,113,1399,Seth Curry,27,97,['SHOOTING GUARD'],curryse01,36,PORTLAND TRAIL BLAZERS,61,totals_2019.csv
142,142,30,361,1340,287,810,25,324,69,69,632,263,354,2331,Stephen Curry,45,166,['POINT GUARD'],curryst01,92,GOLDEN STATE WARRIORS,192,totals_2019.csv
143,143,27,26,275,23,194,5,60,51,1,113,18,74,760,Troy Daniels,13,79,['SHOOTING GUARD'],danietr01,26,PHOENIX SUNS,27,totals_2019.csv
144,144,25,218,1026,433,145,135,498,56,56,530,344,48,1850,Anthony Davis,174,132,['CENTER'],davisan02,88,NEW ORLEANS PELICANS,112,totals_2019.csv
145,145,22,5,22,10,1,5,26,9,0,15,6,0,118,Deyonta Davis,10,12,['CENTER'],davisde01,3,ATLANTA HAWKS,3,totals_2019.csv
146,146,29,61,302,162,2,33,478,81,1,186,100,0,1446,Ed Davis,216,226,['CENTER'],davised01,35,BROOKLYN NETS,64,totals_2019.csv
147,147,21,0,1,0,0,0,0,1,0,0,0,0,1,Tyler Davis,1,0,['CENTER'],davisty01,0,OKLAHOMA CITY THUNDER,0,totals_2019.csv
148,148,29,90,526,113,217,71,375,64,52,259,92,83,1609,Dewayne Dedmon,105,214,['CENTER'],dedmode01,69,ATLANTA HAWKS,84,totals_2019.csv
149,149,24,9,48,10,13,0,24,9,5,22,8,5,169,Sam Dekker,9,13,['POWER FORWARD'],dekkesa01,11,CLEVELAND CAVALIERS,5,totals_2019.csv
150,150,24,37,208,36,49,7,71,38,0,98,20,14,619,Sam Dekker,44,34,['POWER FORWARD'],dekkesa01,27,WASHINGTON WIZARDS,19,totals_2019.csv
151,151,24,0,5,2,0,0,2,2,0,1,1,0,15,Ángel Delgado,2,2,['CENTER'],delgaan01,1,LOS ANGELES CLIPPERS,0,totals_2019.csv
152,152,28,29,19,4,11,0,10,12,0,6,4,4,97,Matthew Dellavedova,0,9,['POINT GUARD'],dellama01,2,MILWAUKEE BUCKS,11,totals_2019.csv
153,153,28,152,223,48,119,2,61,36,0,92,38,40,715,Matthew Dellavedova,6,66,['POINT GUARD'],dellama01,12,CLEVELAND CAVALIERS,57,totals_2019.csv
154,154,33,18,118,35,44,8,53,22,2,59,25,14,392,Luol Deng,20,24,['SMALL FORWARD'],denglu01,15,MINNESOTA TIMBERWOLVES,14,totals_2019.csv
155,155,29,475,1313,441,45,36,408,77,77,631,366,7,2688,DeMar DeRozan,54,177,['SHOOTING GUARD'],derozde01,86,SAN ANTONIO SPURS,199,totals_2019.csv
156,156,22,1,33,5,20,1,5,11,0,16,4,10,67,Marcus Derrickson,8,9,['POWER FORWARD'],derrima01,0,GOLDEN STATE WARRIORS,3,totals_2019.csv
157,157,22,33,271,67,4,33,257,64,1,168,50,1,896,Cheick Diallo,75,113,['POWER FORWARD'],diallch01,29,NEW ORLEANS PELICANS,49,totals_2019.csv
158,158,20,17,165,59,24,10,59,51,3,75,36,4,526,Hamidou Diallo,38,77,['SHOOTING GUARD'],diallha01,21,OKLAHOMA CITY THUNDER,23,totals_2019.csv
