,Unnamed: 0,age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,minutes_played,name,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,filename
0,0,25,4.4,2.2,0.2,0.0,15.1,0.7000000000000001,0.318,59,876,Quincy Acy,0.2,8.1,1.8,14.7,['POWER FORWARD'],acyqu01,1.6,SACRAMENTO KINGS,0.22899999999999998,11.6,0.629,10.0,13.1,0.5,2.5,0.13699999999999998,advanced_2016.csv
1,1,21,31.9,0.0,1.9,4.8,15.9,0.0,0.833,2,15,Jordan Adams,-2.9,0.0,0.0,17.3,['SHOOTING GUARD'],adamsjo01,10.3,MEMPHIS GRIZZLIES,0.16699999999999998,7.6,0.42700000000000005,19.6,30.5,0.0,0.0,0.015,advanced_2016.csv
2,2,22,4.3,3.3,2.1,1.3,16.1,2.3,0.46,80,2014,Steven Adams,0.8,12.5,4.2,15.5,['CENTER'],adamsst01,1.0,OKLAHOMA CITY THUNDER,0.0,14.4,0.621,14.1,12.6,2.1,6.5,0.155,advanced_2016.csv
3,3,30,9.9,0.30000000000000004,-2.4,-1.8,11.0,0.9,0.16399999999999998,71,2371,Arron Afflalo,-0.6000000000000001,1.1,1.8,10.9,['SHOOTING GUARD'],afflaar01,0.5,NEW YORK KNICKS,0.298,6.1,0.531,8.7,17.9,-0.2,2.7,0.055,advanced_2016.csv
4,4,27,5.8,3.4,-4.5,-0.2,25.9,0.9,0.19699999999999998,59,861,Alexis Ajinça,-4.3,9.3,0.2,13.8,['CENTER'],ajincal01,1.1,NEW ORLEANS PELICANS,0.003,17.3,0.514,13.6,20.4,-0.5,1.0,0.057999999999999996,advanced_2016.csv
5,5,27,10.0,6.7,4.8,5.8,27.1,2.0,0.373,60,800,Cole Aldrich,-1.0,11.9,1.4,21.3,['CENTER'],aldrico01,2.9,LOS ANGELES CLIPPERS,0.0,19.6,0.626,19.6,18.4,1.4,3.5,0.209,advanced_2016.csv
6,6,30,8.1,2.8,1.8,1.1,22.2,4.5,0.289,74,2261,LaMarcus Aldridge,0.7000000000000001,9.2,5.6,22.4,['POWER FORWARD'],aldrila01,0.9,SAN ANTONIO SPURS,0.015,15.9,0.5650000000000001,7.8,25.9,2.2,10.1,0.215,advanced_2016.csv
7,7,20,0.0,4.4,-7.0,-1.3,12.1,0.0,0.0,8,36,Cliff Alexander,-5.7,6.0,0.0,11.6,['POWER FORWARD'],alexacl01,1.4,PORTLAND TRAIL BLAZERS,0.0,9.0,0.5,9.1,13.3,0.0,0.0,0.052000000000000005,advanced_2016.csv
8,8,26,7.1,2.1,-0.6000000000000001,1.4,17.8,2.1,0.19699999999999998,79,1599,Lavoy Allen,-2.1,11.1,1.6,12.4,['POWER FORWARD'],allenla01,0.8,INDIANA PACERS,0.0,14.5,0.532,14.6,13.0,0.6000000000000001,3.7,0.11,advanced_2016.csv
9,9,34,6.9,1.0,-0.1,1.4,14.1,1.9,0.294,64,1620,Tony Allen,-1.5,7.0,0.5,12.9,['SHOOTING GUARD'],allento01,3.5,MEMPHIS GRIZZLIES,0.09,10.4,0.505,12.8,16.8,0.8,2.4,0.07200000000000001,advanced_2016.csv
