,Unnamed: 0,age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,minutes_played,name,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,filename
0,0,31,32.7,0.1,-4.5,-5.3,4.7,0.0,0.118,41,486,Mahmoud Abdul-Rauf,0.8,1.2,0.7000000000000001,16.7,['POINT GUARD'],abdulma02,1.0,VANCOUVER GRIZZLIES,0.057,2.9,0.514,9.1,26.8,-0.30000000000000004,0.7000000000000001,0.07,advanced_2001.csv
1,1,26,8.1,2.1,-5.9,0.0,11.8,0.30000000000000004,0.324,29,420,Tariq Abdul-Wahad,-5.9,3.6,-0.7000000000000001,5.8,['SHOOTING GUARD'],abdulta01,1.7000000000000002,DENVER NUGGETS,0.09,7.6,0.43799999999999994,21.1,17.1,-0.4,-0.4,-0.049,advanced_2001.csv
2,2,24,14.3,1.6,2.2,0.9,19.6,2.9,0.415,81,3241,Shareef Abdur-Rahim,1.3,6.2,5.6,19.1,['SMALL FORWARD'],abdursh01,1.5,VANCOUVER GRIZZLIES,0.05,13.0,0.5489999999999999,13.2,24.6,3.5,8.5,0.126,advanced_2001.csv
3,3,27,23.5,0.0,-6.1,-0.1,12.5,0.30000000000000004,0.321,26,227,Cory Alexander,-5.9,0.0,-0.5,6.3,['POINT GUARD'],alexaco01,3.6,ORLANDO MAGIC,0.28600000000000003,6.1,0.407,28.1,17.3,-0.2,-0.1,-0.031,advanced_2001.csv
4,4,23,6.9,0.5,-6.6,-1.8,9.9,0.4,0.253,38,472,Courtney Alexander,-4.8,4.9,-0.5,6.8,['POINT GUARD'],alexaco02,1.7000000000000002,DALLAS MAVERICKS,0.055999999999999994,7.5,0.40399999999999997,9.6,21.1,-0.5,-0.1,-0.013,advanced_2001.csv
5,5,23,8.6,0.2,-3.2,-2.9,7.6,0.1,0.266,27,910,Courtney Alexander,-0.30000000000000004,2.8,0.9,14.2,['POINT GUARD'],alexaco02,1.7000000000000002,WASHINGTON WIZARDS,0.091,5.1,0.519,10.9,24.3,-0.30000000000000004,0.9,0.048,advanced_2001.csv
6,6,25,20.4,0.5,5.6,-0.9,11.8,2.2,0.299,82,3129,Ray Allen*,6.5,3.7,11.5,22.9,['SHOOTING GUARD'],allenra02,2.1,MILWAUKEE BUCKS,0.35700000000000004,7.8,0.61,12.1,24.4,6.0,13.7,0.21100000000000002,advanced_2001.csv
7,7,24,34.6,0.0,-4.5,-2.7,10.6,0.2,0.155,37,288,Rafer Alston,-1.8,1.6,0.1,12.1,['POINT GUARD'],alstora01,2.4,MILWAUKEE BUCKS,0.35700000000000004,6.1,0.429,18.2,17.2,-0.2,0.30000000000000004,0.055,advanced_2001.csv
8,8,30,7.0,1.2,-6.9,-1.8,12.7,1.4,0.471,82,1710,John Amaechi,-5.1,4.9,-1.3,8.7,['CENTER'],amaecjo01,0.8,ORLANDO MAGIC,0.012,8.7,0.455,14.8,21.7,-2.1,0.0,0.001,advanced_2001.csv
9,9,26,18.1,0.30000000000000004,3.6,1.0,10.9,4.3,0.405,82,2859,Derek Anderson,2.6,3.1,5.6,17.1,['SHOOTING GUARD'],anderde01,2.2,SAN ANTONIO SPURS,0.255,7.2,0.542,12.4,21.9,4.0,9.9,0.166,advanced_2001.csv
