,Unnamed: 0,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,positions,slug,steals,team,turnovers,filename
20,20,29,9,47,3,23,3,12,19,1,22,2,8,141,Darrell Arthur,3,22,['POWER FORWARD'],arthuda01,8,DENVER NUGGETS,15,totals_2018.csv
21,21,25,18,79,12,29,3,34,15,1,31,7,8,279,Jamel Artis,4,11,['SHOOTING GUARD'],artisja01,2,ORLANDO MAGIC,8,totals_2018.csv
22,22,31,2,16,12,0,2,30,14,0,7,4,0,121,Ömer Aşık,7,14,['CENTER'],asikom01,1,NEW ORLEANS PELICANS,5,totals_2018.csv
23,23,31,1,6,1,0,2,8,4,0,2,0,0,61,Ömer Aşık,2,6,['CENTER'],asikom01,1,CHICAGO BULLS,4,totals_2018.csv
24,24,30,287,540,189,272,0,130,75,36,244,164,114,1760,D.J. Augustin,30,94,['POINT GUARD'],augusdj01,54,ORLANDO MAGIC,123,totals_2018.csv
25,25,28,26,168,22,111,5,76,37,9,80,17,49,570,Luke Babbitt,5,47,['SMALL FORWARD'],babbilu01,7,ATLANTA HAWKS,15,totals_2018.csv
26,26,28,5,47,0,45,2,13,13,5,11,0,11,145,Luke Babbitt,2,7,['SMALL FORWARD'],babbilu01,1,MIAMI HEAT,4,totals_2018.csv
27,27,22,38,192,25,43,2,120,53,6,72,20,11,713,Dwayne Bacon,4,46,['SHOOTING GUARD'],bacondw01,16,CHARLOTTE HORNETS,23,totals_2018.csv
28,28,24,47,59,26,33,6,25,29,1,20,20,11,385,Ron Baker,5,33,['SHOOTING GUARD'],bakerro01,26,NEW YORK KNICKS,18,totals_2018.csv
29,29,21,5,21,10,5,1,7,7,0,14,6,4,80,Wade Baldwin,1,12,['POINT GUARD'],baldwwa01,2,PORTLAND TRAIL BLAZERS,4,totals_2018.csv
30,30,20,376,564,71,295,43,291,52,50,203,32,90,1780,Lonzo Ball,69,117,['POINT GUARD'],balllo01,88,LOS ANGELES LAKERS,136,totals_2018.csv
31,31,33,434,690,102,313,3,186,69,10,303,80,115,1603,J.J. Barea,15,83,['POINT GUARD'],bareajo01,35,DALLAS MAVERICKS,143,totals_2018.csv
32,32,25,152,1208,313,333,14,391,77,77,537,259,119,2634,Harrison Barnes,77,94,['POWER FORWARD'],barneha02,49,DALLAS MAVERICKS,118,totals_2018.csv
33,33,27,331,1028,226,422,52,339,81,40,465,182,156,2683,Will Barton,70,168,['SHOOTING GUARD'],bartowi01,82,DENVER NUGGETS,149,totals_2018.csv
34,34,29,349,650,130,274,23,249,64,64,270,108,92,1981,Nicolas Batum,57,72,['SHOOTING GUARD'],batumni01,65,CHARLOTTE HORNETS,131,totals_2018.csv
35,35,29,54,262,44,146,6,65,39,11,109,35,54,925,Jerryd Bayless,15,91,['SHOOTING GUARD'],bayleje01,23,PHILADELPHIA 76ERS,46,totals_2018.csv
36,36,31,93,446,78,21,51,304,81,67,210,59,3,1485,Aron Baynes,130,200,['CENTER'],baynear01,22,BOSTON CELTICS,80,totals_2018.csv
37,37,28,228,676,201,274,45,223,65,65,284,160,108,1789,Kent Bazemore,25,147,['SHOOTING GUARD'],bazemke01,100,ATLANTA HAWKS,157,totals_2018.csv
38,38,24,373,1484,369,530,36,302,82,82,683,292,199,2977,Bradley Beal,61,160,['SHOOTING GUARD'],bealbr01,96,WASHINGTON WIZARDS,214,totals_2018.csv
39,39,21,31,178,33,82,7,57,62,0,73,22,28,583,Malik Beasley,14,36,['SHOOTING GUARD'],beaslma01,15,DENVER NUGGETS,24,totals_2018.csv
40,40,29,123,807,159,86,43,317,74,30,409,124,34,1653,Michael Beasley,97,145,['POWER FORWARD'],beaslmi01,36,NEW YORK KNICKS,143,totals_2018.csv
41,41,31,103,485,109,247,3,86,52,1,199,101,92,1210,Marco Belinelli,14,41,['SHOOTING GUARD'],belinma01,46,ATLANTA HAWKS,54,totals_2018.csv
42,42,31,45,279,54,148,9,45,28,1,138,47,57,737,Marco Belinelli,6,50,['SHOOTING GUARD'],belinma01,20,PHILADELPHIA 76ERS,40,totals_2018.csv
43,43,23,102,185,44,4,56,147,57,13,116,30,0,809,Jordan Bell,60,92,['CENTER'],belljo01,35,GOLDEN STATE WARRIORS,51,totals_2018.csv
44,44,23,49,128,33,30,12,64,26,3,53,19,11,455,DeAndre' Bembry,8,38,['SMALL FORWARD'],bembrde01,21,ATLANTA HAWKS,47,totals_2018.csv
45,45,20,130,484,51,322,53,321,82,37,187,39,118,2069,Dragan Bender,40,166,['POWER FORWARD'],bendedr01,22,PHOENIX SUNS,112,totals_2018.csv
46,46,25,74,366,49,252,28,135,77,10,161,40,94,1086,Dāvis Bertāns,18,93,['POWER FORWARD'],bertada01,26,SAN ANTONIO SPURS,36,totals_2018.csv
47,47,29,32,119,17,60,5,29,11,11,48,14,24,334,Patrick Beverley,16,34,['SHOOTING GUARD'],beverpa01,19,LOS ANGELES CLIPPERS,25,totals_2018.csv
48,48,25,34,126,61,0,21,110,42,0,68,42,0,578,Khem Birch,70,56,['CENTER'],birchkh01,15,ORLANDO MAGIC,21,totals_2018.csv
49,49,23,8,26,13,7,1,13,13,1,15,6,3,115,Jabari Bird,6,7,['SHOOTING GUARD'],birdja01,3,BOSTON CELTICS,8,totals_2018.csv
50,50,25,66,352,157,1,95,324,82,25,183,102,0,1495,Bismack Biyombo,144,158,['CENTER'],biyombi01,21,ORLANDO MAGIC,84,totals_2018.csv
51,51,29,86,371,45,183,16,221,67,21,171,36,76,1371,Nemanja Bjelica,53,141,['POWER FORWARD'],bjeline01,50,MINNESOTA TIMBERWOLVES,52,totals_2018.csv
52,52,26,13,127,63,11,30,100,51,2,75,29,1,536,Tarik Black,63,107,['CENTER'],blackta01,21,HOUSTON ROCKETS,35,totals_2018.csv
53,53,21,20,143,39,52,1,29,19,0,53,30,15,314,Antonio Blakeney,4,19,['SHOOTING GUARD'],blakean01,7,CHICAGO BULLS,11,totals_2018.csv
54,54,28,9,40,14,13,2,4,3,3,16,11,4,83,Eric Bledsoe,3,6,['POINT GUARD'],bledser01,4,PHOENIX SUNS,10,totals_2018.csv
55,55,28,361,949,303,347,40,229,71,71,452,241,121,2239,Eric Bledsoe,48,179,['POINT GUARD'],bledser01,145,MILWAUKEE BUCKS,206,totals_2018.csv
56,56,25,3,5,2,2,0,1,5,0,1,1,0,45,Vander Blue,0,2,['SHOOTING GUARD'],blueva01,1,LOS ANGELES LAKERS,3,totals_2018.csv
57,57,25,258,772,119,329,16,192,78,53,344,100,129,2175,Bogdan Bogdanović,31,172,['SHOOTING GUARD'],bogdabo01,72,SACRAMENTO KINGS,125,totals_2018.csv
58,58,28,119,852,205,386,8,240,80,80,404,178,155,2464,Bojan Bogdanović,30,129,['SMALL FORWARD'],bogdabo02,55,INDIANA PACERS,106,totals_2018.csv
59,59,33,15,25,2,0,13,52,24,5,17,2,0,216,Andrew Bogut,26,40,['CENTER'],bogutan01,4,LOS ANGELES LAKERS,19,totals_2018.csv
60,60,24,0,6,6,1,0,4,6,0,3,3,0,38,Joel Bolomboy,6,3,['POWER FORWARD'],bolomjo01,2,MILWAUKEE BUCKS,2,totals_2018.csv
61,61,21,253,1054,329,384,14,218,54,54,455,289,147,1865,Devin Booker,26,168,['SHOOTING GUARD'],bookede01,47,PHOENIX SUNS,194,totals_2018.csv
62,62,30,38,150,43,12,5,81,18,6,77,24,3,395,Trevor Booker,38,43,['POWER FORWARD'],booketr01,8,BROOKLYN NETS,30,totals_2018.csv
63,63,30,27,109,39,7,11,75,33,0,61,32,2,494,Trevor Booker,47,50,['POWER FORWARD'],booketr01,16,PHILADELPHIA 76ERS,20,totals_2018.csv
64,64,30,17,84,11,14,5,45,17,1,39,10,3,269,Trevor Booker,32,26,['POWER FORWARD'],booketr01,4,INDIANA PACERS,9,totals_2018.csv
65,65,25,0,1,0,1,0,1,1,0,0,0,0,1,Chris Boucher,0,0,['POWER FORWARD'],bouchch01,0,GOLDEN STATE WARRIORS,0,totals_2018.csv
66,66,27,83,570,80,194,7,75,40,40,233,61,74,1268,Avery Bradley,19,80,['SHOOTING GUARD'],bradlav01,46,DETROIT PISTONS,93,totals_2018.csv
67,67,27,11,55,2,9,1,19,6,6,26,2,1,165,Avery Bradley,3,12,['SHOOTING GUARD'],bradlav01,5,LOS ANGELES CLIPPERS,8,totals_2018.csv
68,68,20,1,11,2,1,0,7,9,0,3,2,0,29,Tony Bradley,4,1,['CENTER'],bradlto01,0,UTAH JAZZ,0,totals_2018.csv
69,69,31,41,172,51,43,8,70,54,2,78,34,8,694,Corey Brewer,23,83,['SMALL FORWARD'],breweco01,41,LOS ANGELES LAKERS,38,totals_2018.csv
70,70,31,24,144,39,67,6,41,18,16,64,31,23,514,Corey Brewer,20,56,['SHOOTING GUARD'],breweco01,38,OKLAHOMA CITY THUNDER,11,totals_2018.csv
71,71,25,152,503,85,161,13,133,48,20,244,75,62,1436,Malcolm Brogdon,23,128,['POINT GUARD'],brogdma01,41,MILWAUKEE BUCKS,66,totals_2018.csv
72,72,33,20,69,11,31,0,10,32,1,28,8,11,189,Aaron Brooks,7,28,['POINT GUARD'],brookaa01,6,MINNESOTA TIMBERWOLVES,11,totals_2018.csv
73,73,22,135,772,166,264,17,208,82,74,340,124,94,2350,Dillon Brooks,49,233,['SMALL FORWARD'],brookdi01,73,MEMPHIS GRIZZLIES,124,totals_2018.csv
74,74,29,25,102,23,32,3,13,7,1,51,20,19,193,MarShon Brooks,8,6,['SHOOTING GUARD'],brookma01,11,MEMPHIS GRIZZLIES,16,totals_2018.csv
75,75,25,1,1,0,1,0,0,1,0,1,0,1,4,Anthony Brown,0,0,['SMALL FORWARD'],brownan02,0,MINNESOTA TIMBERWOLVES,0,totals_2018.csv
76,76,33,11,58,2,40,0,7,20,0,19,1,11,115,Bobby Brown,0,6,['POINT GUARD'],brownbo02,4,HOUSTON ROCKETS,9,totals_2018.csv
77,77,21,114,803,233,306,26,280,70,70,373,150,121,2152,Jaylen Brown,66,181,['SHOOTING GUARD'],brownja02,70,BOSTON CELTICS,124,totals_2018.csv
78,78,27,13,34,2,12,0,14,14,0,14,2,2,139,Lorenzo Brown,1,7,['POINT GUARD'],brownlo01,5,TORONTO RAPTORS,3,totals_2018.csv
79,79,26,2,7,0,5,0,4,4,0,2,0,1,31,Markel Brown,1,6,['SHOOTING GUARD'],brownma02,0,HOUSTON ROCKETS,2,totals_2018.csv
80,80,22,25,205,24,91,13,116,54,4,82,21,32,776,Sterling Brown,27,80,['SHOOTING GUARD'],brownst02,31,MILWAUKEE BUCKS,25,totals_2018.csv
81,81,24,0,2,0,2,0,3,4,0,0,0,0,10,Nicolás Brussino,0,0,['SMALL FORWARD'],brussni01,0,ATLANTA HAWKS,0,totals_2018.csv
82,82,20,6,21,9,10,2,14,15,0,8,5,1,72,Thomas Bryant,3,6,['CENTER'],bryanth01,1,LOS ANGELES LAKERS,2,totals_2018.csv
83,83,26,95,546,49,281,13,127,62,52,267,39,125,1732,Reggie Bullock,27,70,['SMALL FORWARD'],bullore01,47,DETROIT PISTONS,47,totals_2018.csv
84,84,25,170,384,57,105,4,58,36,9,193,37,38,785,Trey Burke,13,43,['POINT GUARD'],burketr01,24,NEW YORK KNICKS,43,totals_2018.csv
85,85,26,67,414,124,142,8,173,64,1,170,107,47,1059,Alec Burks,19,75,['SHOOTING GUARD'],burksal01,37,UTAH JAZZ,60,totals_2018.csv
86,86,28,288,921,425,200,24,235,59,59,437,363,70,2164,Jimmy Butler,79,78,['SHOOTING GUARD'],butleji01,116,MINNESOTA TIMBERWOLVES,108,totals_2018.csv
87,87,28,59,198,41,45,2,29,29,0,82,36,15,427,Dwight Buycks,12,39,['POINT GUARD'],buyckdw01,19,DETROIT PISTONS,39,totals_2018.csv
88,88,22,1,2,0,2,0,1,2,0,0,0,0,7,Bruno Caboclo,0,1,['SMALL FORWARD'],cabocbr01,1,TORONTO RAPTORS,0,totals_2018.csv
89,89,22,3,29,6,15,4,14,10,0,9,5,3,100,Bruno Caboclo,7,7,['SMALL FORWARD'],cabocbr01,2,SACRAMENTO KINGS,4,totals_2018.csv
90,90,36,117,185,30,97,2,70,57,32,93,24,45,914,José Calderón,14,81,['POINT GUARD'],caldejo01,27,CLEVELAND CAVALIERS,41,totals_2018.csv
91,91,24,162,798,194,415,16,327,74,74,340,153,159,2458,Kentavious Caldwell-Pope,60,145,['SHOOTING GUARD'],caldwke01,106,LOS ANGELES LAKERS,97,totals_2018.csv
92,92,26,0,1,0,0,0,1,1,0,0,0,0,4,Isaiah Canaan,0,0,['SHOOTING GUARD'],canaais01,0,HOUSTON ROCKETS,0,totals_2018.csv
93,93,26,76,136,51,66,1,38,19,1,52,46,22,418,Isaiah Canaan,6,36,['POINT GUARD'],canaais01,16,PHOENIX SUNS,29,totals_2018.csv
94,94,23,68,676,257,1,137,561,74,74,441,144,0,2034,Clint Capela,241,185,['CENTER'],capelca01,58,HOUSTON ROCKETS,103,totals_2018.csv
95,95,31,147,785,246,391,30,374,73,73,325,188,145,2180,DeMarre Carroll,105,165,['POWER FORWARD'],carrode01,59,BROOKLYN NETS,103,totals_2018.csv
96,96,41,69,283,37,165,26,130,58,5,114,28,57,1026,Vince Carter,18,96,['SMALL FORWARD'],cartevi01,42,SACRAMENTO KINGS,36,totals_2018.csv
97,97,26,116,229,89,59,23,101,52,2,76,73,14,835,Michael Carter-Williams,37,99,['POINT GUARD'],cartemi01,44,CHARLOTTE HORNETS,52,totals_2018.csv
98,98,23,75,116,30,43,10,50,37,7,50,21,13,562,Alex Caruso,15,52,['POINT GUARD'],carusal01,23,LOS ANGELES LAKERS,42,totals_2018.csv
99,99,29,51,207,69,22,19,170,53,7,120,50,10,740,Omri Casspi,30,71,['SMALL FORWARD'],casspom01,18,GOLDEN STATE WARRIORS,37,totals_2018.csv
100,100,24,172,773,247,12,67,379,73,58,388,153,3,2044,Willie Cauley-Stein,131,185,['CENTER'],caulewi01,77,SACRAMENTO KINGS,109,totals_2018.csv
101,101,23,27,152,21,89,4,82,39,1,67,17,32,518,Tyler Cavanaugh,45,61,['POWER FORWARD'],cavanty01,9,ATLANTA HAWKS,14,totals_2018.csv
102,102,31,197,443,138,191,14,144,66,10,168,118,53,1421,Mario Chalmers,13,179,['POINT GUARD'],chalmma01,79,MEMPHIS GRIZZLIES,117,totals_2018.csv
103,103,35,53,187,93,0,27,284,46,46,121,58,0,1151,Tyson Chandler,134,106,['CENTER'],chandty01,16,PHOENIX SUNS,59,totals_2018.csv
104,104,30,159,631,114,246,39,296,74,71,281,88,88,2346,Wilson Chandler,102,156,['SMALL FORWARD'],chandwi01,43,DENVER NUGGETS,92,totals_2018.csv
105,105,20,83,477,158,190,70,319,72,49,202,96,56,1527,Marquese Chriss,76,205,['POWER FORWARD'],chrisma01,51,PHOENIX SUNS,107,totals_2018.csv
106,106,26,110,495,59,195,10,117,74,2,222,45,62,1455,Ian Clark,10,120,['SHOOTING GUARD'],clarkia01,33,NEW ORLEANS PELICANS,57,totals_2018.csv
107,107,25,173,667,132,210,3,115,53,2,299,105,68,1256,Jordan Clarkson,44,63,['SHOOTING GUARD'],clarkjo01,39,LOS ANGELES LAKERS,95,totals_2018.csv
108,108,25,48,287,58,108,3,45,28,0,131,47,44,632,Jordan Clarkson,13,44,['SHOOTING GUARD'],clarkjo01,19,CLEVELAND CAVALIERS,32,totals_2018.csv
109,109,24,3,18,2,15,0,6,7,0,6,2,6,64,Gian Clavell,1,8,['SHOOTING GUARD'],clavegi01,2,DALLAS MAVERICKS,2,totals_2018.csv
110,110,23,2,14,4,1,4,8,13,0,4,2,0,81,Antonius Cleveland,2,11,['SHOOTING GUARD'],clevean01,6,DALLAS MAVERICKS,2,totals_2018.csv
111,111,23,0,7,2,3,1,3,4,0,4,2,3,42,Antonius Cleveland,1,12,['SHOOTING GUARD'],clevean01,1,ATLANTA HAWKS,5,totals_2018.csv
112,112,20,98,545,186,47,80,365,74,26,314,133,16,1785,John Collins,176,215,['POWER FORWARD'],collijo01,47,ATLANTA HAWKS,105,totals_2018.csv
113,113,20,52,289,42,113,31,176,66,1,115,27,35,1045,Zach Collins,45,133,['CENTER'],colliza01,17,PORTLAND TRAIL BLAZERS,58,totals_2018.csv
114,114,26,56,99,40,17,9,75,32,2,38,21,4,480,Kyle Collinsworth,32,44,['SMALL FORWARD'],colliky01,17,DALLAS MAVERICKS,24,totals_2018.csv
115,115,30,368,638,144,205,15,141,69,64,316,127,96,2018,Darren Collison,37,122,['POINT GUARD'],collida01,92,INDIANA PACERS,86,totals_2018.csv
116,116,37,4,19,13,0,0,13,15,0,13,5,0,75,Nick Collison,7,7,['POWER FORWARD'],collini01,0,OKLAHOMA CITY THUNDER,7,totals_2018.csv
117,117,30,49,168,66,77,3,27,12,12,64,53,24,373,Mike Conley,0,24,['POINT GUARD'],conlemi01,12,MEMPHIS GRIZZLIES,18,totals_2018.csv
118,118,25,91,390,44,210,22,125,82,5,165,37,74,1488,Pat Connaughton,36,120,['SHOOTING GUARD'],connapa01,23,PORTLAND TRAIL BLAZERS,43,totals_2018.csv
119,119,24,89,252,25,104,1,72,33,18,122,22,46,740,Quinn Cook,10,59,['POINT GUARD'],cookqu01,12,GOLDEN STATE WARRIORS,32,totals_2018.csv
120,120,23,1,14,2,8,0,2,13,0,2,1,1,38,Charles Cooke,0,0,['SHOOTING GUARD'],cookech01,1,NEW ORLEANS PELICANS,1,totals_2018.csv
121,121,26,6,27,19,0,0,16,7,0,13,14,0,87,Jack Cooley,14,13,['POWER FORWARD'],cooleja01,1,SACRAMENTO KINGS,3,totals_2018.csv
122,122,24,2,4,0,0,2,8,4,0,2,0,0,32,Matt Costello,1,7,['CENTER'],costema01,2,SAN ANTONIO SPURS,1,totals_2018.csv
123,123,27,257,864,394,294,76,512,48,48,406,294,104,1737,DeMarcus Cousins,105,183,['CENTER'],couside01,79,NEW ORLEANS PELICANS,242,totals_2018.csv
124,124,27,156,836,136,550,72,378,80,80,345,116,203,2532,Robert Covington,55,238,['SMALL FORWARD'],covinro01,137,PHILADELPHIA 76ERS,126,totals_2018.csv
125,125,25,117,827,135,532,35,296,75,68,337,115,201,2197,Allen Crabbe,28,168,['SHOOTING GUARD'],crabbal01,47,BROOKLYN NETS,78,totals_2018.csv
126,126,27,25,137,35,58,15,87,39,5,62,22,17,629,Torrey Craig,40,63,['SMALL FORWARD'],craigto01,12,DENVER NUGGETS,20,totals_2018.csv
127,127,37,185,742,113,314,9,78,80,0,308,102,104,1653,Jamal Crawford,21,85,['SHOOTING GUARD'],crawfja01,40,MINNESOTA TIMBERWOLVES,95,totals_2018.csv
128,128,29,13,27,1,14,1,2,5,0,12,1,8,53,Jordan Crawford,2,7,['SHOOTING GUARD'],crawfjo02,1,NEW ORLEANS PELICANS,5,totals_2018.csv
129,129,27,58,376,92,189,12,132,53,47,157,78,62,1346,Jae Crowder,41,124,['SMALL FORWARD'],crowdja01,41,CLEVELAND CAVALIERS,42,totals_2018.csv
130,130,27,41,295,56,152,9,84,27,0,114,43,48,744,Jae Crowder,18,63,['SMALL FORWARD'],crowdja01,23,UTAH JAZZ,32,totals_2018.csv
131,131,30,26,225,36,108,16,143,51,24,99,20,35,1115,Dante Cunningham,50,75,['SMALL FORWARD'],cunnida01,27,NEW ORLEANS PELICANS,16,totals_2018.csv
132,132,30,22,139,16,60,14,77,22,1,65,11,23,447,Dante Cunningham,28,36,['SMALL FORWARD'],cunnida01,12,BROOKLYN NETS,17,totals_2018.csv
133,133,29,310,864,302,501,8,225,51,51,428,278,212,1631,Stephen Curry,36,114,['POINT GUARD'],curryst01,80,GOLDEN STATE WARRIORS,153,totals_2018.csv
134,134,26,48,575,64,458,5,115,79,15,232,56,183,1622,Troy Daniels,12,137,['SHOOTING GUARD'],danietr01,26,PHOENIX SUNS,56,totals_2018.csv
135,135,24,174,1462,598,162,193,645,75,75,780,495,55,2727,Anthony Davis,187,159,['POWER FORWARD'],davisan02,115,NEW ORLEANS PELICANS,162,totals_2018.csv
136,136,21,40,265,57,0,39,175,62,6,161,38,0,943,Deyonta Davis,75,125,['CENTER'],davisde01,15,MEMPHIS GRIZZLIES,32,totals_2018.csv
137,137,28,40,292,111,1,52,392,78,0,170,74,0,1471,Ed Davis,183,188,['CENTER'],davised01,32,PORTLAND TRAIL BLAZERS,66,totals_2018.csv
138,138,28,90,477,86,141,51,389,62,46,250,67,50,1542,Dewayne Dedmon,100,162,['CENTER'],dedmode01,40,ATLANTA HAWKS,86,totals_2018.csv
139,139,23,38,259,56,60,9,130,73,1,128,37,10,883,Sam Dekker,44,71,['POWER FORWARD'],dekkesa01,24,LOS ANGELES CLIPPERS,33,totals_2018.csv
140,140,28,163,285,92,124,6,91,54,3,109,74,46,1014,Malcolm Delaney,9,82,['POINT GUARD'],delanma01,35,ATLANTA HAWKS,66,totals_2018.csv
141,141,27,145,152,27,78,0,50,38,3,55,25,29,712,Matthew Dellavedova,14,67,['POINT GUARD'],dellama01,14,MILWAUKEE BUCKS,49,totals_2018.csv
142,142,32,1,2,0,0,0,0,1,1,1,0,0,13,Luol Deng,0,0,['SMALL FORWARD'],denglu01,1,LOS ANGELES LAKERS,1,totals_2018.csv
143,143,28,417,1413,559,287,22,256,80,80,645,461,89,2711,DeMar DeRozan,59,151,['SHOOTING GUARD'],derozde01,85,TORONTO RAPTORS,175,totals_2018.csv
144,144,21,19,176,66,0,21,164,52,0,102,50,0,581,Cheick Diallo,47,82,['POWER FORWARD'],diallch01,11,NEW ORLEANS PELICANS,28,totals_2018.csv
145,145,28,71,388,102,61,39,254,79,0,186,79,19,1333,Gorgui Dieng,106,147,['CENTER'],dienggo01,45,MINNESOTA TIMBERWOLVES,59,totals_2018.csv
146,146,24,524,838,268,433,23,219,80,58,324,218,141,2306,Spencer Dinwiddie,40,186,['POINT GUARD'],dinwisp01,68,BROOKLYN NETS,128,totals_2018.csv
147,147,21,79,382,63,199,5,113,56,5,144,45,72,974,Tyler Dorsey,17,63,['SHOOTING GUARD'],dorsety01,17,ATLANTA HAWKS,37,totals_2018.csv
148,148,23,31,161,23,68,2,75,44,2,72,16,22,474,Damyean Dotson,9,34,['SHOOTING GUARD'],dotsoda01,12,NEW YORK KNICKS,17,totals_2018.csv
149,149,24,10,47,8,23,2,15,10,0,13,4,4,125,Milton Doyle,3,13,['SHOOTING GUARD'],doylemi01,6,BROOKLYN NETS,2,totals_2018.csv
150,150,21,0,2,0,0,0,1,2,0,1,0,0,3,PJ Dozier,0,1,['POINT GUARD'],doziepj01,0,OKLAHOMA CITY THUNDER,1,totals_2018.csv
151,151,31,359,1075,271,300,12,253,75,75,484,217,111,2378,Goran Dragić,54,180,['POINT GUARD'],dragigo01,63,MIAMI HEAT,166,totals_2018.csv
152,152,27,2,7,0,3,0,0,3,0,1,0,0,15,Larry Drew,1,2,['POINT GUARD'],drewla02,0,PHILADELPHIA 76ERS,1,totals_2018.csv
153,153,27,8,17,0,6,0,0,7,0,6,0,3,55,Larry Drew,2,4,['POINT GUARD'],drewla02,0,NEW ORLEANS PELICANS,2,totals_2018.csv
154,154,24,237,881,395,11,127,848,78,78,466,239,0,2625,Andre Drummond,399,250,['CENTER'],drumman01,114,DETROIT PISTONS,200,totals_2018.csv
155,155,32,78,122,35,80,11,86,48,0,48,27,29,686,Jared Dudley,8,85,['POWER FORWARD'],dudleja01,24,PHOENIX SUNS,28,totals_2018.csv
156,156,23,310,666,114,134,27,197,52,43,286,84,43,1525,Kris Dunn,24,174,['POINT GUARD'],dunnkr01,104,CHICAGO BULLS,150,totals_2018.csv
157,157,29,366,1222,404,413,119,433,68,68,630,359,173,2325,Kevin Durant,31,133,['SMALL FORWARD'],duranke01,50,GOLDEN STATE WARRIORS,207,totals_2018.csv
158,158,26,0,1,0,1,0,1,2,0,0,0,0,6,Jarell Eddie,0,0,['SMALL FORWARD'],eddieja01,1,BOSTON CELTICS,0,totals_2018.csv
