,Unnamed: 0,age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,minutes_played,name,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,filename
0,0,26,9.1,3.9,-2.3,1.0,12.0,0.0,0.182,7,20,Alex Acker,-3.2,0.0,0.0,16.0,['SHOOTING GUARD'],ackeral01,5.5,DETROIT PISTONS,0.364,5.9,0.379,0.0,28.3,0.0,0.0,0.009000000000000001,advanced_2009.csv
1,1,26,10.3,1.2,-6.4,-2.8,9.3,0.0,0.12300000000000001,18,179,Alex Acker,-3.6,5.0,-0.1,9.8,['SHOOTING GUARD'],ackeral01,0.9,LOS ANGELES CLIPPERS,0.24600000000000002,7.1,0.46,9.3,19.2,-0.2,0.0,-0.013,advanced_2009.csv
2,2,24,2.8,1.5,-12.0,-1.3,13.4,0.0,0.462,12,52,Hassan Adams,-10.6,2.3,-0.2,0.4,['SHOOTING GUARD'],adamsha01,1.0,TORONTO RAPTORS,0.0,7.9,0.35200000000000004,20.4,17.4,-0.1,-0.2,-0.14400000000000002,advanced_2009.csv
3,3,23,5.5,0.8,-2.4,-0.7000000000000001,10.1,1.0,0.237,74,1234,Arron Afflalo,-1.7000000000000002,2.8,0.8,8.9,['SHOOTING GUARD'],afflaar01,1.3,DETROIT PISTONS,0.35700000000000004,6.4,0.5479999999999999,11.5,14.5,-0.1,1.8,0.069,advanced_2009.csv
4,4,24,5.3,1.7000000000000002,-12.8,-4.3,8.7,0.0,0.18600000000000003,20,97,Maurice Ager,-8.5,3.6,-0.30000000000000004,2.2,['SHOOTING GUARD'],agerma01,0.6000000000000001,NEW JERSEY NETS,0.14,6.1,0.365,7.9,24.4,-0.30000000000000004,-0.30000000000000004,-0.133,advanced_2009.csv
5,5,24,16.0,0.0,-1.1,-1.8,6.2,0.0,0.33299999999999996,3,19,Blake Ahearn,0.6000000000000001,0.0,0.0,12.9,['POINT GUARD'],ahearbl01,2.9,SAN ANTONIO SPURS,0.667,3.1,0.581,12.7,20.1,0.0,0.1,0.149,advanced_2009.csv
6,6,20,2.8,2.7,-9.3,-1.2,14.2,0.30000000000000004,0.406,31,182,Alexis Ajinça,-8.1,6.2,-0.30000000000000004,7.0,['POWER FORWARD'],ajincal01,2.1,CHARLOTTE BOBCATS,0.028999999999999998,10.2,0.43,12.9,24.2,-0.30000000000000004,-0.1,-0.018000000000000002,advanced_2009.csv
7,7,23,9.3,2.0,1.9,0.7000000000000001,15.6,3.3,0.26899999999999996,81,3004,LaMarcus Aldridge,1.2,9.5,6.1,19.1,['POWER FORWARD'],aldrila01,1.4,PORTLAND TRAIL BLAZERS,0.023,12.5,0.529,8.0,23.7,3.0,9.5,0.151,advanced_2009.csv
8,8,22,9.5,3.4,-3.3,0.2,12.3,0.7000000000000001,0.33899999999999997,59,716,Joe Alexander,-3.4,6.9,-0.30000000000000004,10.1,['SMALL FORWARD'],alexajo01,1.1,MILWAUKEE BUCKS,0.188,9.5,0.494,15.6,20.9,-0.2,0.4,0.03,advanced_2009.csv
9,9,30,9.5,1.7000000000000002,-4.6,-0.1,14.5,0.5,0.124,49,579,Malik Allen,-4.5,6.8,-0.2,7.3,['POWER FORWARD'],allenma01,0.6000000000000001,MILWAUKEE BUCKS,0.006,10.5,0.435,10.0,15.4,-0.4,0.30000000000000004,0.024,advanced_2009.csv
10,10,33,12.6,0.4,3.9,-0.30000000000000004,8.6,3.7,0.239,79,2876,Ray Allen*,4.3,2.9,7.4,17.3,['SHOOTING GUARD'],allenra02,1.3,BOSTON CELTICS,0.467,5.9,0.624,10.4,20.8,4.3,11.1,0.18600000000000003,advanced_2009.csv
11,11,27,12.0,2.1,-0.30000000000000004,2.5,10.7,1.8,0.384,46,887,Tony Allen,-2.7,3.2,-0.2,12.9,['SHOOTING GUARD'],allento01,3.2,BOSTON CELTICS,0.095,7.1,0.541,18.8,21.5,0.4,1.6,0.085,advanced_2009.csv
12,12,23,4.2,1.2,-6.8,-2.1,12.6,0.2,0.321,25,255,Morris Almond,-4.7,4.2,-0.1,7.3,['SHOOTING GUARD'],almonmo01,0.8,UTAH JAZZ,0.21,8.4,0.498,14.8,19.1,-0.30000000000000004,0.1,0.01,advanced_2009.csv
13,13,32,25.9,0.30000000000000004,0.4,0.1,8.4,2.1,0.209,48,1591,Rafer Alston,0.30000000000000004,1.9,0.9,12.8,['POINT GUARD'],alstora01,1.9,HOUSTON ROCKETS,0.441,5.3,0.484,13.4,19.2,1.0,2.9,0.08800000000000001,advanced_2009.csv
14,14,32,28.9,0.30000000000000004,2.1,1.4,9.6,1.6,0.332,29,856,Rafer Alston,0.7000000000000001,1.1,0.8,15.6,['POINT GUARD'],alstora01,3.1,ORLANDO MAGIC,0.33899999999999997,5.5,0.509,13.2,21.2,0.9,2.4,0.135,advanced_2009.csv
15,15,26,3.7,4.6,-0.5,0.8,15.3,1.0,0.48,76,1044,Lou Amundson,-1.3,14.9,0.8,13.3,['POWER FORWARD'],amundlo01,1.5,PHOENIX SUNS,0.004,15.1,0.53,15.6,15.1,0.4,1.8,0.08199999999999999,advanced_2009.csv
16,16,30,3.2,9.3,3.4,4.6,21.6,2.8,0.62,71,1460,Chris Andersen,-1.2,13.4,2.5,18.1,['CENTER'],anderch01,1.4,DENVER NUGGETS,0.034,17.6,0.608,15.7,13.4,2.0,5.4,0.17600000000000002,advanced_2009.csv
17,17,20,6.4,1.2,-1.1,-1.0,19.0,1.2,0.28500000000000003,66,1312,Ryan Anderson,-0.1,9.3,1.3,13.6,['POWER FORWARD'],anderry01,1.8,NEW JERSEY NETS,0.46399999999999997,14.1,0.532,12.1,18.6,0.30000000000000004,2.5,0.09,advanced_2009.csv
18,18,24,18.1,0.8,0.30000000000000004,-0.5,17.0,2.6,0.38799999999999996,66,2277,Carmelo Anthony,0.8,5.6,2.4,19.0,['SMALL FORWARD'],anthoca01,1.7000000000000002,DENVER NUGGETS,0.141,11.5,0.532,12.3,31.5,1.3,5.0,0.105,advanced_2009.csv
19,19,26,3.7,7.2,0.2,4.1,12.4,1.4,0.39,65,1048,Joel Anthony,-4.0,10.1,0.4,9.3,['CENTER'],anthojo01,1.0,MIAMI HEAT,0.0,11.2,0.521,22.9,8.0,0.6000000000000001,1.7000000000000002,0.079,advanced_2009.csv
20,20,27,47.8,1.3,-1.7000000000000002,-4.1,15.3,0.0,0.6960000000000001,2,63,Gilbert Arenas,2.5,1.8,0.2,18.9,['POINT GUARD'],arenagi01,0.0,WASHINGTON WIZARDS,0.304,8.4,0.433,3.2,22.4,0.0,0.2,0.115,advanced_2009.csv
21,21,23,10.4,0.9,3.1,2.1,13.5,3.5,0.28400000000000003,82,1999,Trevor Ariza,1.0,6.4,2.5,15.5,['SMALL FORWARD'],arizatr01,3.5,LOS ANGELES LAKERS,0.32,10.0,0.544,11.5,16.6,2.6,6.1,0.146,advanced_2009.csv
22,22,24,4.4,3.5,-2.3,1.1,12.6,1.3,0.39799999999999996,70,1092,Hilton Armstrong,-3.4,9.0,0.2,10.7,['CENTER'],armsthi01,1.3,NEW ORLEANS HORNETS,0.008,10.8,0.585,21.7,16.3,-0.1,1.5,0.068,advanced_2009.csv
23,23,20,5.0,2.9,-3.1,0.8,20.3,1.8,0.138,76,1464,Darrell Arthur,-3.9,8.9,-0.1,11.3,['POWER FORWARD'],arthuda01,1.9,MEMPHIS GRIZZLIES,0.005,14.5,0.456,9.2,16.3,-0.4,1.7000000000000002,0.055,advanced_2009.csv
24,24,34,34.9,0.7000000000000001,-8.6,-5.0,5.9,0.1,0.14800000000000002,14,115,Chucky Atkins,-3.6,0.0,0.0,8.9,['POINT GUARD'],atkinch01,0.9,DENVER NUGGETS,0.63,3.0,0.469,25.8,15.0,-0.2,0.0,0.019,advanced_2009.csv
25,25,34,15.5,0.2,-6.6,-2.6,5.1,0.1,0.14,19,297,Chucky Atkins,-4.1,1.9,-0.30000000000000004,5.1,['POINT GUARD'],atkinch01,1.4,OKLAHOMA CITY THUNDER,0.465,3.5,0.389,12.5,15.5,-0.30000000000000004,-0.2,-0.032,advanced_2009.csv
26,26,21,22.6,0.1,-0.7000000000000001,-2.3,7.5,1.5,0.375,72,1908,D.J. Augustin,1.6,1.1,3.6,14.9,['POINT GUARD'],augusdj01,1.2,CHARLOTTE BOBCATS,0.396,4.3,0.5870000000000001,14.1,20.8,0.6000000000000001,5.1,0.128,advanced_2009.csv
27,27,25,7.6,1.5,-0.7000000000000001,-1.6,11.8,0.5,0.271,74,2375,Kelenna Azubuike,0.9,5.1,3.6,14.7,['SMALL FORWARD'],azubuke01,1.2,GOLDEN STATE WARRIORS,0.249,8.5,0.562,9.1,18.7,0.8,4.1,0.083,advanced_2009.csv
28,28,24,6.9,2.3,2.7,2.2,16.9,1.3,0.33,53,780,Renaldo Balkman,0.5,13.2,1.3,16.8,['POWER FORWARD'],balkmre01,3.1,DENVER NUGGETS,0.036000000000000004,15.1,0.585,13.4,14.9,0.9,2.6,0.162,advanced_2009.csv
29,29,27,19.8,1.0,-4.3,0.1,10.9,0.2,0.385,16,166,Marcus Banks,-4.4,0.0,-0.1,8.7,['POINT GUARD'],banksma01,3.2,MIAMI HEAT,0.359,5.4,0.461,19.4,16.0,-0.1,0.1,0.023,advanced_2009.csv
30,30,27,24.2,0.0,-9.7,-4.1,5.8,0.0,0.16699999999999998,6,40,Marcus Banks,-5.6,3.0,-0.1,4.0,['POINT GUARD'],banksma01,1.3,TORONTO RAPTORS,0.278,4.4,0.36200000000000004,13.4,25.7,-0.1,-0.1,-0.139,advanced_2009.csv
31,31,26,14.9,0.30000000000000004,1.2,-2.0,9.7,1.0,0.256,70,1705,Leandro Barbosa,3.2,2.4,4.0,19.4,['SHOOTING GUARD'],barbole01,2.4,PHOENIX SUNS,0.316,6.2,0.588,9.9,24.2,1.4,5.0,0.141,advanced_2009.csv
32,32,24,26.4,0.2,-1.9,-1.7000000000000002,10.0,1.0,0.16699999999999998,79,1600,J.J. Barea,-0.1,2.6,1.2,13.4,['SHOOTING GUARD'],bareajo01,1.2,DALLAS MAVERICKS,0.276,6.4,0.516,14.9,20.2,0.1,2.2,0.066,advanced_2009.csv
33,33,23,6.4,3.1,-0.8,-0.5,16.4,2.0,0.278,78,2453,Andrea Bargnani,-0.4,3.4,1.8,14.6,['POWER FORWARD'],bargnan01,0.7000000000000001,TORONTO RAPTORS,0.304,10.0,0.5589999999999999,11.2,22.7,0.7000000000000001,3.9,0.076,advanced_2009.csv
34,34,28,14.2,0.9,0.5,-0.4,18.5,1.4,0.20199999999999999,77,2082,Matt Barnes,0.9,4.6,1.6,12.6,['POWER FORWARD'],barnema02,1.2,PHOENIX SUNS,0.506,11.8,0.537,15.0,18.3,1.3,3.0,0.069,advanced_2009.csv
35,35,37,13.7,0.30000000000000004,-0.5,0.4,10.1,1.1,0.11599999999999999,56,857,Brent Barry,-0.9,2.4,0.4,9.2,['SHOOTING GUARD'],barrybr01,1.5,HOUSTON ROCKETS,0.762,6.4,0.5750000000000001,21.0,12.4,0.30000000000000004,1.5,0.08199999999999999,advanced_2009.csv
36,36,23,4.3,2.6,-2.1,-0.6000000000000001,17.2,1.6,0.413,81,1574,Brandon Bass,-1.6,9.5,2.5,16.4,['CENTER'],bassbr01,0.9,DALLAS MAVERICKS,0.012,13.4,0.5710000000000001,12.5,20.0,-0.1,4.1,0.124,advanced_2009.csv
37,37,33,4.6,3.4,-1.7000000000000002,0.6000000000000001,15.4,0.2,0.5870000000000001,27,217,Maceo Baston,-2.4,11.1,0.2,12.3,['POWER FORWARD'],bastoma01,1.4,INDIANA PACERS,0.022000000000000002,13.2,0.579,17.2,14.0,0.0,0.5,0.105,advanced_2009.csv
38,38,32,4.2,1.5,-2.2,1.2,17.0,2.1,0.254,77,1202,Tony Battie,-3.4,8.9,0.7000000000000001,11.9,['POWER FORWARD'],battito01,1.1,ORLANDO MAGIC,0.027999999999999997,13.0,0.518,11.4,15.6,0.0,2.8,0.113,advanced_2009.csv
39,39,30,10.0,1.9,3.4,3.0,12.9,2.9,0.18899999999999997,60,2031,Shane Battier,0.4,3.1,2.3,10.7,['SHOOTING GUARD'],battish01,1.3,HOUSTON ROCKETS,0.669,8.2,0.5680000000000001,11.3,9.9,2.8,5.2,0.12300000000000001,advanced_2009.csv
40,40,20,7.8,2.2,2.5,1.3,11.8,1.6,0.14400000000000002,79,1454,Nicolas Batum,1.2,7.0,2.1,12.9,['SMALL FORWARD'],batumni01,1.9,PORTLAND TRAIL BLAZERS,0.465,9.4,0.555,11.5,14.0,1.7000000000000002,3.7,0.12300000000000001,advanced_2009.csv
41,41,20,18.2,0.2,-5.4,-1.6,9.4,0.5,0.545,53,655,Jerryd Bayless,-3.8,1.5,-0.2,8.2,['POINT GUARD'],bayleje01,1.4,PORTLAND TRAIL BLAZERS,0.14300000000000002,5.4,0.48700000000000004,19.3,20.9,-0.6000000000000001,0.30000000000000004,0.019,advanced_2009.csv
42,42,20,7.7,1.5,-4.3,-1.9,19.8,2.2,0.252,81,2009,Michael Beasley,-2.4,6.5,1.2,17.2,['POWER FORWARD'],beaslmi01,1.1,MIAMI HEAT,0.085,13.1,0.528,10.2,27.7,-1.2,3.4,0.081,advanced_2009.csv
43,43,22,15.3,0.1,-3.2,-3.0,7.5,0.1,0.16399999999999998,42,882,Marco Belinelli,-0.2,1.2,0.4,11.8,['SHOOTING GUARD'],belinma01,2.0,GOLDEN STATE WARRIORS,0.413,4.4,0.547,14.8,19.3,-0.30000000000000004,0.5,0.027999999999999997,advanced_2009.csv
44,44,29,13.3,0.30000000000000004,-1.5,-1.0,7.1,1.2,0.153,70,1783,Charlie Bell,-0.4,2.0,0.9,9.8,['SHOOTING GUARD'],bellch01,1.5,MILWAUKEE BUCKS,0.45799999999999996,4.4,0.525,12.0,16.0,0.2,2.2,0.059,advanced_2009.csv
45,45,32,5.5,0.2,-0.9,-1.6,8.8,0.1,0.119,22,712,Raja Bell,0.7000000000000001,1.4,0.7000000000000001,8.5,['SHOOTING GUARD'],bellra01,0.9,PHOENIX SUNS,0.531,5.2,0.5690000000000001,8.8,12.6,0.2,0.8,0.054000000000000006,advanced_2009.csv
46,46,32,12.2,0.30000000000000004,-0.2,-0.2,11.2,1.5,0.16,45,1603,Raja Bell,0.0,2.6,1.3,11.7,['SHOOTING GUARD'],bellra01,1.3,CHARLOTTE BOBCATS,0.34900000000000003,6.9,0.541,11.1,18.0,0.7000000000000001,2.8,0.083,advanced_2009.csv
47,47,30,24.2,0.30000000000000004,1.7000000000000002,-0.9,10.3,2.5,0.17,79,2740,Mike Bibby,2.6,1.6,4.4,16.3,['POINT GUARD'],bibbymi01,1.9,ATLANTA HAWKS,0.426,6.0,0.544,10.6,20.6,2.6,6.9,0.121,advanced_2009.csv
48,48,22,10.0,3.6,2.6,1.9,27.4,2.1,0.405,62,1863,Andris Biedriņš,0.6000000000000001,13.0,3.3,19.1,['CENTER'],biedran01,1.7000000000000002,GOLDEN STATE WARRIORS,0.002,20.2,0.585,14.9,16.9,2.1,5.4,0.139,advanced_2009.csv
49,49,32,33.0,1.1,0.4,0.1,15.5,0.1,0.476,2,70,Chauncey Billups,0.30000000000000004,1.7000000000000002,0.1,17.5,['POINT GUARD'],billuch01,2.4,DETROIT PISTONS,0.33299999999999996,8.5,0.49200000000000005,13.6,20.0,0.0,0.2,0.124,advanced_2009.csv
50,50,32,28.8,0.5,2.5,-1.7000000000000002,8.2,2.1,0.467,77,2719,Chauncey Billups,4.3,1.4,7.8,18.8,['POINT GUARD'],billuch01,1.7000000000000002,DENVER NUGGETS,0.407,4.9,0.595,13.0,21.8,3.1,9.9,0.17600000000000002,advanced_2009.csv
51,51,28,25.1,0.1,1.7000000000000002,-1.1,8.4,1.7000000000000002,0.11599999999999999,69,2188,Steve Blake,2.7,1.6,4.1,14.4,['POINT GUARD'],blakest01,1.7000000000000002,PORTLAND TRAIL BLAZERS,0.507,4.9,0.557,13.7,17.0,2.0,5.8,0.128,advanced_2009.csv
52,52,22,11.8,3.5,-1.5,0.4,17.9,1.2,0.257,71,1703,Andray Blatche,-1.9,8.5,0.2,15.0,['CENTER'],blatcan01,1.6,WASHINGTON WIZARDS,0.033,13.0,0.508,14.3,21.9,0.2,1.4,0.039,advanced_2009.csv
53,53,33,3.1,2.8,-9.0,-2.9,18.1,0.2,0.16699999999999998,20,207,Mark Blount,-6.1,5.7,-0.30000000000000004,8.7,['CENTER'],blounma01,0.30000000000000004,MIAMI HEAT,0.34600000000000003,11.8,0.472,14.3,22.2,-0.4,-0.1,-0.024,advanced_2009.csv
54,54,28,5.9,0.2,0.0,1.4,13.4,1.2,0.13699999999999998,36,787,Keith Bogans,-1.4,2.2,0.30000000000000004,8.0,['SHOOTING GUARD'],boganke01,1.5,ORLANDO MAGIC,0.72,7.9,0.509,9.3,12.0,0.4,1.5,0.09300000000000001,advanced_2009.csv
55,55,28,10.5,0.30000000000000004,-0.2,-0.1,19.1,0.6000000000000001,0.221,29,485,Keith Bogans,-0.1,3.7,0.4,12.5,['SHOOTING GUARD'],boganke01,2.1,MILWAUKEE BUCKS,0.617,11.1,0.535,11.9,17.2,0.2,1.0,0.10099999999999999,advanced_2009.csv
56,56,24,10.7,2.7,1.7000000000000002,2.6,27.7,1.6,0.309,36,1124,Andrew Bogut,-0.9,11.8,1.0,16.2,['CENTER'],bogutan01,1.1,MILWAUKEE BUCKS,0.0,19.4,0.586,19.3,17.8,1.0,2.6,0.11199999999999999,advanced_2009.csv
57,57,28,6.8,1.0,2.6,0.9,17.6,3.0,0.043,81,1928,Matt Bonner,1.6,6.1,3.8,15.0,['POWER FORWARD'],bonnema01,1.3,SAN ANTONIO SPURS,0.5,11.9,0.611,6.3,14.6,2.2,6.8,0.16899999999999998,advanced_2009.csv
58,58,24,5.0,3.9,-1.3,1.1,18.7,0.9,0.397,62,995,Josh Boone,-2.4,12.3,0.9,13.3,['CENTER'],boonejo01,1.2,NEW JERSEY NETS,0.0,15.4,0.513,11.0,13.3,0.2,1.8,0.08900000000000001,advanced_2009.csv
59,59,32,0.0,0.0,5.6,-9.1,0.0,0.0,0.0,1,1,Calvin Booth,14.7,100.0,0.0,39.8,['CENTER'],boothca01,0.0,MINNESOTA TIMBERWOLVES,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.475,advanced_2009.csv
60,60,32,0.0,2.7,-7.5,-3.9,12.8,0.0,0.8,7,55,Calvin Booth,-3.6,8.4,0.1,10.9,['CENTER'],boothca01,0.9,SACRAMENTO KINGS,0.0,10.6,0.5920000000000001,6.9,11.8,-0.1,0.1,0.099,advanced_2009.csv
61,61,27,11.4,0.5,-0.1,0.6000000000000001,27.3,1.7000000000000002,0.271,37,1197,Carlos Boozer,-0.7000000000000001,11.1,0.9,17.2,['POWER FORWARD'],boozeca01,1.7000000000000002,UTAH JAZZ,0.0,19.2,0.523,12.1,24.4,0.6000000000000001,2.6,0.105,advanced_2009.csv
62,62,24,11.6,2.0,2.4,0.5,22.1,3.1,0.489,77,2928,Chris Bosh,2.0,8.7,6.6,22.1,['CENTER'],boshch01,1.2,TORONTO RAPTORS,0.039,15.5,0.5690000000000001,10.2,26.9,3.3,9.7,0.159,advanced_2009.csv
63,63,37,3.7,0.6000000000000001,-1.3,1.6,10.1,1.9,0.139,80,1506,Bruce Bowen,-3.0,1.3,0.30000000000000004,5.4,['SMALL FORWARD'],bowenbr01,1.3,SAN ANTONIO SPURS,0.524,5.7,0.539,11.2,7.2,0.2,2.2,0.07,advanced_2009.csv
64,64,33,6.5,1.9,1.1,2.7,7.7,0.30000000000000004,0.132,21,219,Ryan Bowen,-1.6,5.5,0.2,10.8,['SMALL FORWARD'],bowenry01,3.5,NEW ORLEANS HORNETS,0.0,6.6,0.585,11.1,9.9,0.2,0.6000000000000001,0.125,advanced_2009.csv
65,65,29,6.9,3.9,-2.8,0.9,23.2,1.3,0.29600000000000004,29,920,Elton Brand,-3.7,9.9,-0.4,14.6,['POWER FORWARD'],brandel01,1.0,PHILADELPHIA 76ERS,0.0,16.5,0.484,14.2,23.8,-0.2,0.9,0.047,advanced_2009.csv
66,66,22,12.9,0.8,-0.8,0.8,12.3,0.30000000000000004,0.21100000000000002,15,307,Corey Brewer,-1.6,6.6,0.1,11.2,['SMALL FORWARD'],breweco01,2.6,MINNESOTA TIMBERWOLVES,0.133,9.3,0.473,11.7,16.3,0.1,0.30000000000000004,0.052000000000000005,advanced_2009.csv
67,67,23,10.9,0.9,2.0,1.0,9.1,2.9,0.425,81,2605,Ronnie Brewer,1.0,4.6,3.9,16.1,['SMALL FORWARD'],brewero02,2.7,UTAH JAZZ,0.103,6.9,0.5650000000000001,10.1,18.8,2.7,6.8,0.126,advanced_2009.csv
68,68,24,20.2,0.30000000000000004,-1.3,-1.5,7.0,2.2,0.22,80,1998,Aaron Brooks,0.2,2.0,1.4,12.9,['POINT GUARD'],brookaa01,1.2,HOUSTON ROCKETS,0.395,4.6,0.521,12.7,22.9,0.4,3.6,0.08600000000000001,advanced_2009.csv
